gene	dpi	dpi_label	log2fc	pval	p_bonf	celltype
Sgsh	56	56 dpi	-0.3982	0.02554	1	0_none
Sgsm1	56	56 dpi	-0.1651	0.3396	1	0_none
Sgsm2	56	56 dpi	-0.3002	0.01238	1	0_none
Sgsm3	56	56 dpi	-0.3478	0.005767	1	0_none
Sgta	56	56 dpi	-0.4545	9.622e-4	1	0_none
Sgtb	56	56 dpi	0.09691	0.3541	1	0_none
Sh2b1	56	56 dpi	-0.3689	0.00362	1	0_none
Sh2b2	56	56 dpi	-0.403	0.1715	1	0_none
Sh2b3	56	56 dpi	-0.08443	0.5919	1	0_none
Sh2d1a	56	56 dpi	0.5023	0.6396	1	0_none
Sh2d1b1	56	56 dpi	-1.061	0.4254	1	0_none
Sh2d1b2	56	56 dpi	0	1	1	0_none
Sh2d2a	56	56 dpi	-2.585	0.1404	1	0_none
Sh2d4a	56	56 dpi	-0.2899	0.7311	1	0_none
Sh2d4b	56	56 dpi	-0.3822	0.5022	1	0_none
Sh2d5	56	56 dpi	-0.1238	0.2605	1	0_none
Sh2d7	56	56 dpi	-0.9604	0.186	1	0_none
Sh3bgr	56	56 dpi	0.3004	0.472	1	0_none
Sh3bgrl	56	56 dpi	0.2893	0.02343	1	0_none
Sh3bgrl2	56	56 dpi	0.01502	0.9168	1	0_none
Sh3bgrl3	56	56 dpi	-0.06327	0.6669	1	0_none
Sh3bp1	56	56 dpi	-0.2281	0.1203	1	0_none
Sh3bp2	56	56 dpi	0.2506	0.2508	1	0_none
Sh3bp4	56	56 dpi	-0.2756	0.02279	1	0_none
Sh3bp5	56	56 dpi	0.0878	0.5042	1	0_none
Sh3bp5l	56	56 dpi	-0.264	0.03892	1	0_none
Sh3gl1	56	56 dpi	-0.1756	0.2475	1	0_none
Sh3gl2	56	56 dpi	-0.148	0.2301	1	0_none
Sh3glb1	56	56 dpi	0.276	0.02458	1	0_none
Sh3glb2	56	56 dpi	-0.4623	5.665e-4	1	0_none
Sh3kbp1	56	56 dpi	0.1769	0.1311	1	0_none
Sh3pxd2a	56	56 dpi	-0.2368	0.01781	1	0_none
Sh3pxd2b	56	56 dpi	0.1074	0.3937	1	0_none
Sh3rf1	56	56 dpi	-0.1869	0.08878	1	0_none
Sh3rf2	56	56 dpi	0.2417	0.6822	1	0_none
Sh3rf3	56	56 dpi	0.1307	0.3325	1	0_none
Sh3tc1	56	56 dpi	-0.291	0.3215	1	0_none
Sh3tc2	56	56 dpi	-0.01092	0.9625	1	0_none
Sh3yl1	56	56 dpi	-0.1894	0.2834	1	0_none
Shank2	56	56 dpi	-0.3832	4.9e-4	1	0_none
Sharpin	56	56 dpi	-0.2715	0.04343	1	0_none
Shb	56	56 dpi	-0.3297	0.058	1	0_none
Shbg	56	56 dpi	-0.5635	0.7132	1	0_none
Shc1	56	56 dpi	-0.04428	0.7702	1	0_none
Shc2	56	56 dpi	-0.3445	0.002206	1	0_none
Shc3	56	56 dpi	-0.4183	0.2776	1	0_none
Shc4	56	56 dpi	-0.02977	0.8751	1	0_none
Shcbp1	56	56 dpi	0.2738	0.489	1	0_none
Shd	56	56 dpi	-0.6255	0.002518	1	0_none
She	56	56 dpi	-0.121	0.5699	1	0_none
Shf	56	56 dpi	-0.42	0.00873	1	0_none
Shfm1	56	56 dpi	0.04995	0.6902	1	0_none
Shh	56	56 dpi	-0.2023	0.593	1	0_none
Shisa2	56	56 dpi	-0.02693	0.9116	1	0_none
Shisa3	56	56 dpi	-0.3909	0.567	1	0_none
Shisa5	56	56 dpi	-0.129	0.3094	1	0_none
Shisa6	56	56 dpi	0.1992	0.1577	1	0_none
Shisa7	56	56 dpi	0.0906	0.4472	1	0_none
Shisa9	56	56 dpi	0.02033	0.8711	1	0_none
Shkbp1	56	56 dpi	-0.1952	0.2254	1	0_none
Shmt1	56	56 dpi	-0.05288	0.8385	1	0_none
Shmt2	56	56 dpi	-0.5222	1.498e-4	1	0_none
Shoc2	56	56 dpi	0.2102	0.07267	1	0_none
Shox2	56	56 dpi	1.501	0.303	1	0_none
Shpk	56	56 dpi	-0.1526	0.4754	1	0_none
Shprh	56	56 dpi	0.2414	0.07824	1	0_none
Shq1	56	56 dpi	0.1696	0.4765	1	0_none
Shroom1	56	56 dpi	-0.3185	0.1327	1	0_none
Shroom2	56	56 dpi	0.1689	0.1264	1	0_none
Shroom3	56	56 dpi	-0.7558	0.004212	1	0_none
Shroom4	56	56 dpi	-0.06029	0.8645	1	0_none
Siae	56	56 dpi	0.1612	0.2269	1	0_none
Siah1a	56	56 dpi	0.0626	0.6102	1	0_none
Siah1b	56	56 dpi	0.05425	0.8183	1	0_none
Siah2	56	56 dpi	0.2364	0.1014	1	0_none
Siah3	56	56 dpi	-0.8239	0.00164	1	0_none
Sidt1	56	56 dpi	0.1724	0.08404	1	0_none
Sidt2	56	56 dpi	-0.2138	0.04634	1	0_none
Sigirr	56	56 dpi	-0.1494	0.6182	1	0_none
Siglec1	56	56 dpi	-0.2718	0.5835	1	0_none
Siglec15	56	56 dpi	0	1	1	0_none
Siglec5	56	56 dpi	0.4209	0.3311	1	0_none
Siglece	56	56 dpi	0.1101	0.7632	1	0_none
Siglecg	56	56 dpi	0.2395	0.8076	1	0_none
Sigmar1	56	56 dpi	-0.1449	0.3106	1	0_none
Sik1	56	56 dpi	-0.3689	0.1134	1	0_none
Sik2	56	56 dpi	0.05981	0.6766	1	0_none
Sik3	56	56 dpi	-0.05612	0.6334	1	0_none
Sike1	56	56 dpi	0.1775	0.1537	1	0_none
Sil1	56	56 dpi	-0.2251	0.1372	1	0_none
Sim1	56	56 dpi	0	1	1	0_none
Sim2	56	56 dpi	0.03507	0.9582	1	0_none
Sin3a	56	56 dpi	0.09045	0.4464	1	0_none
Sin3b	56	56 dpi	-0.1425	0.1888	1	0_none
Sip1	56	56 dpi	0.2322	0.2292	1	0_none
Sipa1l1	56	56 dpi	-0.01411	0.9031	1	0_none
Sipa1l3	56	56 dpi	-0.2897	0.1206	1	0_none
Sirpb1a	56	56 dpi	-2.537	0.1454	1	0_none
Sirpb1b	56	56 dpi	-1.762	0.2903	1	0_none
Sirt1	56	56 dpi	0.3376	0.02597	1	0_none
Sirt3	56	56 dpi	-0.1701	0.1813	1	0_none
Sirt4	56	56 dpi	-0.01272	0.9212	1	0_none
Sirt5	56	56 dpi	-0.1675	0.3407	1	0_none
Sirt6	56	56 dpi	-0.5484	0.003221	1	0_none
Sirt7	56	56 dpi	-0.2803	0.03609	1	0_none
Sis	56	56 dpi	0.2404	0.7585	1	0_none
Sit1	56	56 dpi	0	1	1	0_none
Siva1	56	56 dpi	-0.2864	0.2611	1	0_none
Six1	56	56 dpi	0.9827	0.2075	1	0_none
Six2	56	56 dpi	-1.211	0.1733	1	0_none
Six3	56	56 dpi	0.977	0.1332	1	0_none
Six3os1	56	56 dpi	0.9467	0.1696	1	0_none
Six4	56	56 dpi	0.2639	0.4369	1	0_none
Six5	56	56 dpi	-0.6089	0.04471	1	0_none
Six6	56	56 dpi	2.016	0.222	1	0_none
Ska1	56	56 dpi	0.1429	0.9146	1	0_none
Skap1	56	56 dpi	0.01429	0.9707	1	0_none
Ski	56	56 dpi	-0.2355	0.0391	1	0_none
Skil	56	56 dpi	0.1549	0.1673	1	0_none
Skint1	56	56 dpi	-2.585	0.1404	1	0_none
Skint10	56	56 dpi	-1.762	0.2903	1	0_none
Skint11	56	56 dpi	0	1	1	0_none
Skint2	56	56 dpi	0	1	1	0_none
Skint3	56	56 dpi	0	1	1	0_none
Skint4	56	56 dpi	0	1	1	0_none
Skint5	56	56 dpi	0	1	1	0_none
Skint6	56	56 dpi	0	1	1	0_none
Skint7	56	56 dpi	0.2273	0.8929	1	0_none
Skint8	56	56 dpi	0	1	1	0_none
Skint9	56	56 dpi	0	1	1	0_none
Skiv2l2	56	56 dpi	0.195	0.06348	1	0_none
Skor1	56	56 dpi	-0.1305	0.9064	1	0_none
Skor2	56	56 dpi	1.991	0.2249	1	0_none
Skp1a	56	56 dpi	0.2787	0.009087	1	0_none
Skp2	56	56 dpi	0.1514	0.4407	1	0_none
Sla	56	56 dpi	-0.3302	0.2143	1	0_none
Sla2	56	56 dpi	0.1461	0.6739	1	0_none
Slain2	56	56 dpi	0.1508	0.2144	1	0_none
Slamf1	56	56 dpi	-2.756	0.0225	1	0_none
Slamf6	56	56 dpi	1.517	0.08203	1	0_none
Slamf7	56	56 dpi	-0.6447	0.6803	1	0_none
Slamf8	56	56 dpi	0.2098	0.7258	1	0_none
Slamf9	56	56 dpi	0.215	0.6121	1	0_none
Slbp	56	56 dpi	0.09247	0.5278	1	0_none
Slc10a1	56	56 dpi	0	1	1	0_none
Slc10a2	56	56 dpi	0	1	1	0_none
Slc10a3	56	56 dpi	-0.1517	0.5391	1	0_none
Slc10a4	56	56 dpi	0.2128	0.6797	1	0_none
Slc10a5	56	56 dpi	-3.012	0.0832	1	0_none
Slc10a6	56	56 dpi	2.077	0.138	1	0_none
Slc10a7	56	56 dpi	0.3555	0.09802	1	0_none
Slc11a1	56	56 dpi	-0.5256	0.09027	1	0_none
Slc11a2	56	56 dpi	-0.09662	0.3384	1	0_none
Slc12a1	56	56 dpi	-0.4191	0.6539	1	0_none
Slc12a3	56	56 dpi	-0.9579	0.1854	1	0_none
Slc12a4	56	56 dpi	-0.2805	0.03288	1	0_none
Slc12a5	56	56 dpi	-0.3662	0.00252	1	0_none
Slc12a6	56	56 dpi	0.144	0.2014	1	0_none
Slc12a7	56	56 dpi	-0.3278	0.09584	1	0_none
Slc12a8	56	56 dpi	-0.1756	0.6107	1	0_none
Slc13a2	56	56 dpi	0	1	1	0_none
Slc13a3	56	56 dpi	-0.2524	0.1486	1	0_none
Slc13a4	56	56 dpi	-0.1286	0.7753	1	0_none
Slc13a5	56	56 dpi	-0.1205	0.577	1	0_none
Slc14a1	56	56 dpi	-0.04338	0.7902	1	0_none
Slc14a2	56	56 dpi	-0.3125	0.5044	1	0_none
Slc15a1	56	56 dpi	-0.6847	0.6058	1	0_none
Slc15a3	56	56 dpi	-0.3095	0.3342	1	0_none
Slc15a4	56	56 dpi	0.07144	0.5899	1	0_none
Slc15a5	56	56 dpi	-2.03	0.1455	1	0_none
Slc16a1	56	56 dpi	-0.2546	0.07098	1	0_none
Slc16a10	56	56 dpi	0.1346	0.5372	1	0_none
Slc16a12	56	56 dpi	0.9299	0.004237	1	0_none
Slc16a13	56	56 dpi	-0.02738	0.8927	1	0_none
Slc16a14	56	56 dpi	-0.3469	0.07254	1	0_none
Slc16a2	56	56 dpi	-0.06532	0.5957	1	0_none
Slc16a3	56	56 dpi	-0.801	0.05066	1	0_none
Slc16a4	56	56 dpi	0.2439	0.4222	1	0_none
Slc16a5	56	56 dpi	1.019	0.5058	1	0_none
Slc16a6	56	56 dpi	0.1498	0.3163	1	0_none
Slc16a7	56	56 dpi	0.09961	0.625	1	0_none
Slc16a8	56	56 dpi	3.149	0.03327	1	0_none
Slc16a9	56	56 dpi	0.2209	0.4434	1	0_none
Slc17a1	56	56 dpi	-1.772	0.2891	1	0_none
Slc17a2	56	56 dpi	-0.2045	0.8281	1	0_none
Slc17a3	56	56 dpi	0	1	1	0_none
Slc17a4	56	56 dpi	0	1	1	0_none
Slc17a5	56	56 dpi	-0.01733	0.8945	1	0_none
Slc17a6	56	56 dpi	-0.2097	0.4556	1	0_none
Slc17a7	56	56 dpi	-0.2907	0.0241	1	0_none
Slc17a8	56	56 dpi	0.1877	0.4838	1	0_none
Slc17a9	56	56 dpi	-0.106	0.7906	1	0_none
Slc18a1	56	56 dpi	0.08983	0.9144	1	0_none
Slc18a2	56	56 dpi	-0.2677	0.3429	1	0_none
Slc18a3	56	56 dpi	-1.156	0.3337	1	0_none
Slc19a1	56	56 dpi	-0.5883	3.816e-4	1	0_none
Slc19a2	56	56 dpi	-0.003449	0.9818	1	0_none
Slc19a3	56	56 dpi	0.4715	0.03538	1	0_none
Slc1a1	56	56 dpi	0.1073	0.3512	1	0_none
Slc1a4	56	56 dpi	-0.1154	0.3237	1	0_none
Slc1a5	56	56 dpi	0.1771	0.5051	1	0_none
Slc1a6	56	56 dpi	-0.0931	0.5976	1	0_none
Slc1a7	56	56 dpi	0.8663	0.4537	1	0_none
Slc20a1	56	56 dpi	-0.05684	0.6377	1	0_none
Slc22a1	56	56 dpi	0.8671	0.4652	1	0_none
Slc22a12	56	56 dpi	-1.444	0.01066	1	0_none
Slc22a13	56	56 dpi	-0.5635	0.7132	1	0_none
Slc22a13b	56	56 dpi	0.5294	0.3033	1	0_none
Slc22a14	56	56 dpi	-1.762	0.2903	1	0_none
Slc22a15	56	56 dpi	-0.1862	0.293	1	0_none
Slc22a16	56	56 dpi	-1.772	0.2891	1	0_none
Slc22a18	56	56 dpi	-0.2809	0.6011	1	0_none
Slc22a19	56	56 dpi	2.759	0.09883	1	0_none
Slc22a2	56	56 dpi	-0.4028	0.6048	1	0_none
Slc22a20	56	56 dpi	-5.443	0.004804	1	0_none
Slc22a21	56	56 dpi	-0.0955	0.7827	1	0_none
Slc22a22	56	56 dpi	3.705	0.02384	1	0_none
Slc22a23	56	56 dpi	-0.08081	0.4476	1	0_none
Slc22a26	56	56 dpi	0	1	1	0_none
Slc22a27	56	56 dpi	0	1	1	0_none
Slc22a28	56	56 dpi	0	1	1	0_none
Slc22a29	56	56 dpi	0.6285	0.645	1	0_none
Slc22a3	56	56 dpi	-1.179	0.04477	1	0_none
Slc22a30	56	56 dpi	-3.839	0.03163	1	0_none
Slc22a4	56	56 dpi	-0.4928	0.0122	1	0_none
Slc22a5	56	56 dpi	0.1407	0.3207	1	0_none
Slc22a6	56	56 dpi	-0.6508	0.09391	1	0_none
Slc22a7	56	56 dpi	-1.481	0.08303	1	0_none
Slc22a8	56	56 dpi	-0.3384	0.02138	1	0_none
Slc23a1	56	56 dpi	0.05873	0.9483	1	0_none
Slc23a2	56	56 dpi	-0.001675	0.9875	1	0_none
Slc23a3	56	56 dpi	0.6862	0.3701	1	0_none
Slc24a1	56	56 dpi	-0.4953	0.6299	1	0_none
Slc24a3	56	56 dpi	-0.04642	0.7157	1	0_none
Slc24a4	56	56 dpi	-0.01908	0.8992	1	0_none
Slc24a5	56	56 dpi	1.185	0.01422	1	0_none
Slc24a6	56	56 dpi	-0.4486	0.01672	1	0_none
Slc25a1	56	56 dpi	-0.1358	0.2907	1	0_none
Slc25a10	56	56 dpi	-0.5916	3.017e-4	1	0_none
Slc25a11	56	56 dpi	-0.003417	0.9728	1	0_none
Slc25a12	56	56 dpi	-0.1548	0.151	1	0_none
Slc25a14	56	56 dpi	0.224	0.04689	1	0_none
Slc25a15	56	56 dpi	0.2788	0.05688	1	0_none
Slc25a16	56	56 dpi	0.1252	0.2966	1	0_none
Slc25a17	56	56 dpi	0.1242	0.2647	1	0_none
Slc25a19	56	56 dpi	-0.1212	0.3447	1	0_none
Slc25a2	56	56 dpi	0.7464	0.4103	1	0_none
Slc25a20	56	56 dpi	0.1192	0.4357	1	0_none
Slc25a21	56	56 dpi	-0.4903	0.4325	1	0_none
Slc25a23	56	56 dpi	-0.09163	0.4165	1	0_none
Slc25a24	56	56 dpi	0.0672	0.8132	1	0_none
Slc25a25	56	56 dpi	-0.1653	0.1222	1	0_none
Slc25a26	56	56 dpi	-0.1247	0.3704	1	0_none
Slc25a27	56	56 dpi	0.2019	0.06397	1	0_none
Slc25a28	56	56 dpi	-0.4294	0.002349	1	0_none
Slc25a29	56	56 dpi	-0.4587	0.007514	1	0_none
Slc25a3	56	56 dpi	0.09472	0.3653	1	0_none
Slc25a30	56	56 dpi	0.06557	0.7291	1	0_none
Slc25a31	56	56 dpi	1.354	0.233	1	0_none
Slc25a32	56	56 dpi	-0.05467	0.7681	1	0_none
Slc25a33	56	56 dpi	0.1181	0.3908	1	0_none
Slc25a34	56	56 dpi	-0.6901	0.04531	1	0_none
Slc25a35	56	56 dpi	-0.02528	0.9029	1	0_none
Slc25a36	56	56 dpi	0.1522	0.2744	1	0_none
Slc25a37	56	56 dpi	0.1371	0.2671	1	0_none
Slc25a38	56	56 dpi	-0.1114	0.4397	1	0_none
Slc25a39	56	56 dpi	-0.3025	0.02381	1	0_none
Slc25a4	56	56 dpi	-0.18	0.09853	1	0_none
Slc25a40	56	56 dpi	0.1276	0.4433	1	0_none
Slc25a41	56	56 dpi	-0.06842	0.9307	1	0_none
Slc25a42	56	56 dpi	-0.1046	0.4144	1	0_none
Slc25a43	56	56 dpi	-1.369	0.1176	1	0_none
Slc25a44	56	56 dpi	-0.08641	0.4065	1	0_none
Slc25a45	56	56 dpi	-0.003902	0.9872	1	0_none
Slc25a46	56	56 dpi	0.2435	0.02249	1	0_none
Slc25a47	56	56 dpi	-0.3612	0.2447	1	0_none
Slc25a48	56	56 dpi	1.802	0.04877	1	0_none
Slc25a5	56	56 dpi	-0.05243	0.6358	1	0_none
Slc26a1	56	56 dpi	-0.08777	0.7822	1	0_none
Slc26a10	56	56 dpi	-0.04088	0.8772	1	0_none
Slc26a11	56	56 dpi	-0.322	0.08977	1	0_none
Slc26a2	56	56 dpi	0.1056	0.7177	1	0_none
Slc26a3	56	56 dpi	-0.1675	0.8416	1	0_none
Slc26a4	56	56 dpi	0.3047	0.03033	1	0_none
Slc26a5	56	56 dpi	-2.32	0.02927	1	0_none
Slc26a6	56	56 dpi	-0.1799	0.3054	1	0_none
Slc26a7	56	56 dpi	0.8629	0.1866	1	0_none
Slc26a9	56	56 dpi	-0.7203	0.4512	1	0_none
Slc27a2	56	56 dpi	-0.1392	0.5476	1	0_none
Slc27a3	56	56 dpi	-0.4143	0.06515	1	0_none
Slc27a4	56	56 dpi	-0.2828	0.01571	1	0_none
Slc27a5	56	56 dpi	-0.9862	0.04868	1	0_none
Slc27a6	56	56 dpi	0.4027	0.6127	1	0_none
Slc28a1	56	56 dpi	0.2496	0.8254	1	0_none
Slc28a2	56	56 dpi	1.208	0.2094	1	0_none
Slc28a3	56	56 dpi	1.431	0.08699	1	0_none
Slc29a1	56	56 dpi	-0.3573	0.0152	1	0_none
Slc29a2	56	56 dpi	-0.2874	0.07526	1	0_none
Slc29a3	56	56 dpi	-0.009237	0.9452	1	0_none
Slc29a4	56	56 dpi	-0.2983	0.04755	1	0_none
Slc2a1	56	56 dpi	0.1432	0.3233	1	0_none
Slc2a10	56	56 dpi	-0.6129	0.02478	1	0_none
Slc2a12	56	56 dpi	1.04	0.03356	1	0_none
Slc2a13	56	56 dpi	0.1722	0.09463	1	0_none
Slc2a2	56	56 dpi	0.2255	0.8484	1	0_none
Slc2a3	56	56 dpi	0.04164	0.7245	1	0_none
Slc2a4	56	56 dpi	-0.5632	0.07797	1	0_none
Slc2a4rg-ps	56	56 dpi	0.3464	0.0154	1	0_none
Slc2a5	56	56 dpi	-0.2279	0.3221	1	0_none
Slc2a6	56	56 dpi	-0.3916	0.01364	1	0_none
Slc2a7	56	56 dpi	0	1	1	0_none
Slc2a8	56	56 dpi	-0.4603	0.001466	1	0_none
Slc2a9	56	56 dpi	-0.4179	0.1061	1	0_none
Slc30a1	56	56 dpi	0.0125	0.9144	1	0_none
Slc30a2	56	56 dpi	-1.445	0.281	1	0_none
Slc30a3	56	56 dpi	-0.2775	0.07625	1	0_none
Slc30a4	56	56 dpi	0.2251	0.03366	1	0_none
Slc30a5	56	56 dpi	0.1463	0.1978	1	0_none
Slc30a6	56	56 dpi	0.09702	0.5403	1	0_none
Slc30a7	56	56 dpi	0.1989	0.114	1	0_none
Slc30a8	56	56 dpi	-0.1438	0.9105	1	0_none
Slc30a9	56	56 dpi	0.159	0.1395	1	0_none
Slc31a1	56	56 dpi	0.3715	0.04824	1	0_none
Slc31a2	56	56 dpi	0.1317	0.4024	1	0_none
Slc33a1	56	56 dpi	0.2205	0.06111	1	0_none
Slc34a1	56	56 dpi	-0.8369	0.4724	1	0_none
Slc34a2	56	56 dpi	-2.634	0.1355	1	0_none
Slc34a3	56	56 dpi	-1.393	0.215	1	0_none
Slc35a1	56	56 dpi	0.2779	0.0317	1	0_none
Slc35a2	56	56 dpi	-0.2677	0.02848	1	0_none
Slc35a3	56	56 dpi	0.1997	0.1777	1	0_none
Slc35a4	56	56 dpi	-0.1334	0.2477	1	0_none
Slc35a5	56	56 dpi	0.3076	0.008224	1	0_none
Slc35b1	56	56 dpi	0.1897	0.08601	1	0_none
Slc35b2	56	56 dpi	-0.1624	0.2343	1	0_none
Slc35b3	56	56 dpi	-0.04691	0.7643	1	0_none
Slc35b4	56	56 dpi	0.1998	0.04965	1	0_none
Slc35c1	56	56 dpi	-0.112	0.4607	1	0_none
Slc35c2	56	56 dpi	-0.2919	0.02897	1	0_none
Slc35d1	56	56 dpi	0.1162	0.4418	1	0_none
Slc35d2	56	56 dpi	0.7549	0.1045	1	0_none
Slc35d3	56	56 dpi	0.05062	0.8896	1	0_none
Slc35e1	56	56 dpi	0.06067	0.5428	1	0_none
Slc35e2	56	56 dpi	0.2097	0.05354	1	0_none
Slc35e3	56	56 dpi	0.02772	0.8059	1	0_none
Slc35e4	56	56 dpi	-0.565	9.281e-4	1	0_none
Slc35f1	56	56 dpi	-0.1362	0.3478	1	0_none
Slc35f2	56	56 dpi	-0.1383	0.5064	1	0_none
Slc35f3	56	56 dpi	0.1581	0.2223	1	0_none
Slc35f4	56	56 dpi	0.008899	0.9609	1	0_none
Slc35f5	56	56 dpi	0.1455	0.2423	1	0_none
Slc36a1	56	56 dpi	-0.09896	0.4095	1	0_none
Slc36a2	56	56 dpi	-1.016	0.09017	1	0_none
Slc36a3	56	56 dpi	0	1	1	0_none
Slc36a4	56	56 dpi	-0.09781	0.4475	1	0_none
Slc37a1	56	56 dpi	-0.4574	0.03516	1	0_none
Slc37a2	56	56 dpi	0.2886	0.3233	1	0_none
Slc37a3	56	56 dpi	0.09354	0.3644	1	0_none
Slc37a4	56	56 dpi	-0.1159	0.3618	1	0_none
Slc38a1	56	56 dpi	-0.04433	0.6808	1	0_none
Slc38a10	56	56 dpi	-0.3177	0.006518	1	0_none
Slc38a11	56	56 dpi	0.07153	0.8127	1	0_none
Slc38a4	56	56 dpi	0.6706	0.102	1	0_none
Slc38a5	56	56 dpi	-0.05161	0.8471	1	0_none
Slc38a6	56	56 dpi	0.3347	0.03212	1	0_none
Slc38a7	56	56 dpi	-0.1112	0.3385	1	0_none
Slc38a8	56	56 dpi	-0.1401	0.8811	1	0_none
Slc38a9	56	56 dpi	0.1952	0.118	1	0_none
Slc39a1	56	56 dpi	-0.07208	0.5323	1	0_none
Slc39a10	56	56 dpi	0.1809	0.15310000000000001	1	0_none
Slc39a11	56	56 dpi	-0.2056	0.129	1	0_none
Slc39a13	56	56 dpi	-0.3803	0.0063160000000000004	1	0_none
Slc39a14	56	56 dpi	0.189	0.08009	1	0_none
Slc39a2	56	56 dpi	0.4525	0.001528	1	0_none
Slc39a3	56	56 dpi	-0.3249	0.007643	1	0_none
Slc39a4	56	56 dpi	0.191	0.7697	1	0_none
Slc39a5	56	56 dpi	-0.3074	0.6348	1	0_none
Slc39a6	56	56 dpi	-0.1137	0.3198	1	0_none
Slc39a7	56	56 dpi	-0.232	0.05261	1	0_none
Slc39a8	56	56 dpi	-0.05167	0.8572	1	0_none
Slc39a9	56	56 dpi	0.0881	0.3925	1	0_none
Slc3a1	56	56 dpi	-0.4196	0.5651	1	0_none
Slc3a2	56	56 dpi	-0.1675	0.1102	1	0_none
Slc40a1	56	56 dpi	-0.1443	0.4035	1	0_none
Slc41a1	56	56 dpi	-0.1229	0.2713	1	0_none
Slc41a2	56	56 dpi	0.08971	0.4787	1	0_none
Slc41a3	56	56 dpi	-0.6296	0.01597	1	0_none
Slc43a1	56	56 dpi	0.05244	0.9305	1	0_none
Slc43a2	56	56 dpi	0.05692	0.5767	1	0_none
Slc43a3	56	56 dpi	-0.2848	0.442	1	0_none
Slc44a2	56	56 dpi	-0.07486	0.4827	1	0_none
Slc44a3	56	56 dpi	-0.3783	0.753	1	0_none
Slc44a4	56	56 dpi	-1.511	0.05791	1	0_none
Slc44a5	56	56 dpi	0.1565	0.1833	1	0_none
Slc45a1	56	56 dpi	-0.4822	1.586e-4	1	0_none
Slc45a2	56	56 dpi	-2.237	0.1107	1	0_none
Slc45a3	56	56 dpi	-0.361	0.3612	1	0_none
Slc46a1	56	56 dpi	-0.4022	0.03202	1	0_none
Slc46a2	56	56 dpi	0	1	1	0_none
Slc46a3	56	56 dpi	0.01244	0.9501	1	0_none
Slc47a1	56	56 dpi	-0.0141	0.9821	1	0_none
Slc47a2	56	56 dpi	0.5453	0.6165	1	0_none
Slc4a1	56	56 dpi	-0.2411	0.775	1	0_none
Slc4a10	56	56 dpi	0.03827	0.7906	1	0_none
Slc4a11	56	56 dpi	-0.07446	0.8529	1	0_none
Slc4a1ap	56	56 dpi	0.2034	0.1017	1	0_none
Slc4a2	56	56 dpi	-0.1214	0.349	1	0_none
Slc4a5	56	56 dpi	3.791	1.281e-4	1	0_none
Slc4a7	56	56 dpi	0.3052	0.01394	1	0_none
Slc4a8	56	56 dpi	0.1098	0.4156	1	0_none
Slc4a9	56	56 dpi	0.003989	0.996	1	0_none
Slc50a1	56	56 dpi	-0.06772	0.599	1	0_none
Slc52a3	56	56 dpi	-0.02496	0.9429	1	0_none
Slc5a1	56	56 dpi	-0.2947	0.5097	1	0_none
Slc5a10	56	56 dpi	-1.398	0.1173	1	0_none
Slc5a11	56	56 dpi	-0.7493	0.09909	1	0_none
Slc5a12	56	56 dpi	4.26	0.005207	1	0_none
Slc5a2	56	56 dpi	-0.5982	0.699	1	0_none
Slc5a3	56	56 dpi	0.2717	0.09102	1	0_none
Slc5a4a	56	56 dpi	-3.012	0.0832	1	0_none
Slc5a4b	56	56 dpi	0.1656	0.9161	1	0_none
Slc5a5	56	56 dpi	-0.3945	0.0322	1	0_none
Slc5a6	56	56 dpi	-0.01278	0.9187	1	0_none
Slc5a7	56	56 dpi	0.2119	0.6347	1	0_none
Slc5a8	56	56 dpi	-1.631	0.08877	1	0_none
Slc5a9	56	56 dpi	-1.762	0.2903	1	0_none
Slc6a12	56	56 dpi	-0.2668	0.5429	1	0_none
Slc6a13	56	56 dpi	-0.9375	9.637e-4	1	0_none
Slc6a14	56	56 dpi	-2.577	0.1413	1	0_none
Slc6a15	56	56 dpi	-0.02337	0.828	1	0_none
Slc6a17	56	56 dpi	-0.2892	0.01887	1	0_none
Slc6a18	56	56 dpi	-0.5711	0.7101	1	0_none
Slc6a19	56	56 dpi	-0.1535	0.8441	1	0_none
Slc6a2	56	56 dpi	-1.422	0.2199	1	0_none
Slc6a20a	56	56 dpi	-0.4369	0.1194	1	0_none
Slc6a20b	56	56 dpi	-0.2253	0.7992	1	0_none
Slc6a3	56	56 dpi	-0.9073	0.2634	1	0_none
Slc6a4	56	56 dpi	-0.8439	0.3652	1	0_none
Slc6a5	56	56 dpi	1.936	0.2313	1	0_none
Slc6a6	56	56 dpi	-0.2557	0.03027	1	0_none
Slc6a7	56	56 dpi	-0.5521	0.003351	1	0_none
Slc6a8	56	56 dpi	-0.01029	0.9227	1	0_none
Slc6a9	56	56 dpi	-0.4529	2.081e-4	1	0_none
Slc7a1	56	56 dpi	-0.2479	0.0221	1	0_none
Slc7a12	56	56 dpi	0	1	1	0_none
Slc7a13	56	56 dpi	0	1	1	0_none
Slc7a14	56	56 dpi	0.2936	0.01454	1	0_none
Slc7a15	56	56 dpi	-3.025	0.08216	1	0_none
Slc7a2	56	56 dpi	0.2001	0.0831	1	0_none
Slc7a3	56	56 dpi	-0.4217	0.1179	1	0_none
Slc7a4	56	56 dpi	-0.2995	0.008376	1	0_none
Slc7a5	56	56 dpi	-0.01051	0.9303	1	0_none
Slc7a6	56	56 dpi	0.1993	0.08048	1	0_none
