gene	dpi	dpi_label	log2fc	pval	p_bonf	celltype
Mir140	112	112 dpi	-0.289	0.7385	1	0_none
Mir141	112	112 dpi	0	1	1	0_none
Mir142	112	112 dpi	-2.264	0.1346	1	0_none
Mir143	112	112 dpi	-2.43	0.05411	1	0_none
Mir144	112	112 dpi	0	1	1	0_none
Mir145	112	112 dpi	-0.9373	0.387	1	0_none
Mir146	112	112 dpi	1.801	0.283	1	0_none
Mir146b	112	112 dpi	2.628	0.1396	1	0_none
Mir147	112	112 dpi	2.778	0.033890000000000003	1	0_none
Mir148a	112	112 dpi	0	1	1	0_none
Mir148b	112	112 dpi	0	1	1	0_none
Mir149	112	112 dpi	-1.537	0.1632	1	0_none
Mir150	112	112 dpi	0	1	1	0_none
Mir152	112	112 dpi	0	1	1	0_none
Mir153	112	112 dpi	-1.926	0.2472	1	0_none
Mir154	112	112 dpi	-0.4489	0.6237	1	0_none
Mir155	112	112 dpi	0	1	1	0_none
Mir15a	112	112 dpi	0	1	1	0_none
Mir15b	112	112 dpi	0	1	1	0_none
Mir16-1	112	112 dpi	2.57	0.1454	1	0_none
Mir16-2	112	112 dpi	0	1	1	0_none
Mir17	112	112 dpi	1.801	0.283	1	0_none
Mir17hg	112	112 dpi	0.1704	0.7531	1	0_none
Mir18	112	112 dpi	0	1	1	0_none
Mir181a-1	112	112 dpi	2.63	0.1393	1	0_none
Mir181a-2	112	112 dpi	0	1	1	0_none
Mir181b-1	112	112 dpi	-1.922	0.1539	1	0_none
Mir181b-2	112	112 dpi	-1.92	0.248	1	0_none
Mir181c	112	112 dpi	1.8	0.235	1	0_none
Mir181d	112	112 dpi	-0.8956	0.4461	1	0_none
Mir182	112	112 dpi	0	1	1	0_none
Mir183	112	112 dpi	0	1	1	0_none
Mir1839	112	112 dpi	0.4844	0.2443	1	0_none
Mir184	112	112 dpi	0	1	1	0_none
Mir1843	112	112 dpi	1.805	0.2826	1	0_none
Mir1843b	112	112 dpi	0.2206	0.829	1	0_none
Mir185	112	112 dpi	0	1	1	0_none
Mir186	112	112 dpi	-0.09721	0.7546	1	0_none
Mir187	112	112 dpi	0	1	1	0_none
Mir188	112	112 dpi	0	1	1	0_none
Mir1892	112	112 dpi	0.3598	0.2878	1	0_none
Mir1893	112	112 dpi	-1.689	0.005976	1	0_none
Mir1894	112	112 dpi	0.01108	0.9907	1	0_none
Mir1895	112	112 dpi	-0.1486	0.9176	1	0_none
Mir1896	112	112 dpi	0	1	1	0_none
Mir1897	112	112 dpi	-0.3544	0.4451	1	0_none
Mir1898	112	112 dpi	-0.2665	0.568	1	0_none
Mir1899	112	112 dpi	0	1	1	0_none
Mir18b	112	112 dpi	0	1	1	0_none
Mir190	112	112 dpi	0.6263	0.6955	1	0_none
Mir1900	112	112 dpi	-1.926	0.2472	1	0_none
Mir1901	112	112 dpi	-2.361	0.01741	1	0_none
Mir1902	112	112 dpi	0.07797	0.8372	1	0_none
Mir1903	112	112 dpi	0.5641	0.1494	1	0_none
Mir1904	112	112 dpi	0	1	1	0_none
Mir1905	112	112 dpi	-2.906	0.04543	1	0_none
Mir1906-1	112	112 dpi	-0.4112	0.107	1	0_none
Mir1906-2	112	112 dpi	-0.4112	0.107	1	0_none
Mir1907	112	112 dpi	-0.429	0.751	1	0_none
Mir190b	112	112 dpi	0	1	1	0_none
Mir191	112	112 dpi	0.3907	0.5673	1	0_none
Mir1912	112	112 dpi	0	1	1	0_none
Mir192	112	112 dpi	0	1	1	0_none
Mir1928	112	112 dpi	-2.711	0.1177	1	0_none
Mir1929	112	112 dpi	-0.4259	0.7441	1	0_none
Mir193	112	112 dpi	0	1	1	0_none
Mir1930	112	112 dpi	1.49	0.1382	1	0_none
Mir1931	112	112 dpi	-3.617	0.03698	1	0_none
Mir1932	112	112 dpi	0	1	1	0_none
Mir1933	112	112 dpi	0	1	1	0_none
Mir1934	112	112 dpi	3.114	0.08114	1	0_none
Mir1935	112	112 dpi	0	1	1	0_none
Mir1936	112	112 dpi	0	1	1	0_none
Mir1938	112	112 dpi	-0.8614	0.5903	1	0_none
Mir193b	112	112 dpi	0	1	1	0_none
Mir194-1	112	112 dpi	0	1	1	0_none
Mir194-2	112	112 dpi	-1.92	0.248	1	0_none
Mir1940	112	112 dpi	0.4432	0.6122	1	0_none
Mir1941	112	112 dpi	0	1	1	0_none
Mir1942	112	112 dpi	1.805	0.2826	1	0_none
Mir1943	112	112 dpi	-0.3576	0.5126	1	0_none
Mir1945	112	112 dpi	-1.926	0.2472	1	0_none
Mir1946a	112	112 dpi	0	1	1	0_none
Mir1946b	112	112 dpi	0.6022	0.5995	1	0_none
Mir1947	112	112 dpi	1.963	0.2239	1	0_none
Mir1948	112	112 dpi	1.805	0.2826	1	0_none
Mir1949	112	112 dpi	0.39	0.567	1	0_none
Mir195	112	112 dpi	0	1	1	0_none
Mir1950	112	112 dpi	0	1	1	0_none
Mir1951	112	112 dpi	0	1	1	0_none
Mir1952	112	112 dpi	0	1	1	0_none
Mir1953	112	112 dpi	1.801	0.283	1	0_none
Mir1954	112	112 dpi	3.066	0.08473	1	0_none
Mir1955	112	112 dpi	0	1	1	0_none
Mir1956	112	112 dpi	0	1	1	0_none
Mir1957	112	112 dpi	0	1	1	0_none
Mir1958	112	112 dpi	0	1	1	0_none
Mir1960	112	112 dpi	0	1	1	0_none
Mir1961	112	112 dpi	0	1	1	0_none
Mir1962	112	112 dpi	0	1	1	0_none
Mir1963	112	112 dpi	0	1	1	0_none
Mir1964	112	112 dpi	0.3276	0.7589	1	0_none
Mir1965	112	112 dpi	0	1	1	0_none
Mir1966	112	112 dpi	0.03386	0.9078	1	0_none
Mir1967	112	112 dpi	0	1	1	0_none
Mir1968	112	112 dpi	0.8452	0.3807	1	0_none
Mir1969	112	112 dpi	-0.7791	0.234	1	0_none
Mir196a-1	112	112 dpi	0	1	1	0_none
Mir196a-2	112	112 dpi	0	1	1	0_none
Mir196b	112	112 dpi	0	1	1	0_none
Mir1970	112	112 dpi	0	1	1	0_none
Mir1971	112	112 dpi	0	1	1	0_none
Mir1981	112	112 dpi	-0.2626	0.8044	1	0_none
Mir1982	112	112 dpi	0.5815	0.2474	1	0_none
Mir1983	112	112 dpi	2.688	0.1336	1	0_none
Mir199a-1	112	112 dpi	1.547	0.2933	1	0_none
Mir199a-2	112	112 dpi	1.801	0.283	1	0_none
Mir199b	112	112 dpi	0	1	1	0_none
Mir19a	112	112 dpi	0	1	1	0_none
Mir19b-1	112	112 dpi	0	1	1	0_none
Mir19b-2	112	112 dpi	0	1	1	0_none
Mir1a-1	112	112 dpi	0	1	1	0_none
Mir1a-2	112	112 dpi	0	1	1	0_none
Mir1b	112	112 dpi	0	1	1	0_none
Mir200a	112	112 dpi	0	1	1	0_none
Mir200b	112	112 dpi	0	1	1	0_none
Mir200c	112	112 dpi	0	1	1	0_none
Mir201	112	112 dpi	0	1	1	0_none
Mir202	112	112 dpi	0	1	1	0_none
Mir203	112	112 dpi	0	1	1	0_none
Mir204	112	112 dpi	0	1	1	0_none
Mir205	112	112 dpi	0	1	1	0_none
Mir206	112	112 dpi	0	1	1	0_none
Mir207	112	112 dpi	-0.6505	0.2256	1	0_none
Mir208a	112	112 dpi	1.805	0.2826	1	0_none
Mir208b	112	112 dpi	0	1	1	0_none
Mir20a	112	112 dpi	1.801	0.283	1	0_none
Mir20b	112	112 dpi	0	1	1	0_none
Mir21	112	112 dpi	0.007446	0.9911	1	0_none
Mir210	112	112 dpi	0	1	1	0_none
Mir211	112	112 dpi	0	1	1	0_none
Mir212	112	112 dpi	-1.054	0.374	1	0_none
Mir2136	112	112 dpi	0	1	1	0_none
Mir2137	112	112 dpi	0	1	1	0_none
Mir214	112	112 dpi	-0.05219	0.9701	1	0_none
Mir215	112	112 dpi	0	1	1	0_none
Mir216a	112	112 dpi	0	1	1	0_none
Mir216b	112	112 dpi	0	1	1	0_none
Mir217	112	112 dpi	0	1	1	0_none
Mir218-1	112	112 dpi	0.01584	0.9861	1	0_none
Mir218-2	112	112 dpi	-1.031	0.4823	1	0_none
Mir219-1	112	112 dpi	-1.92	0.248	1	0_none
Mir219-2	112	112 dpi	-2.204	3.597e-4	1	0_none
Mir22	112	112 dpi	-0.1678	0.5825	1	0_none
Mir221	112	112 dpi	0.4227	0.4378	1	0_none
Mir222	112	112 dpi	0.596	0.6263	1	0_none
Mir223	112	112 dpi	0	1	1	0_none
Mir23a	112	112 dpi	-1.564	0.2787	1	0_none
Mir23b	112	112 dpi	-0.462	0.2571	1	0_none
Mir24-1	112	112 dpi	-0.1095	0.7425	1	0_none
Mir24-2	112	112 dpi	-0.2038	0.7663	1	0_none
Mir25	112	112 dpi	0.5861	0.55	1	0_none
Mir26a-1	112	112 dpi	0.4537	0.5598	1	0_none
Mir26a-2	112	112 dpi	3.519	0.04838	1	0_none
Mir26b	112	112 dpi	1.801	0.283	1	0_none
Mir27a	112	112 dpi	0.8014	0.5416	1	0_none
Mir27b	112	112 dpi	-0.4377	0.2234	1	0_none
Mir28	112	112 dpi	0	1	1	0_none
Mir2861	112	112 dpi	-2.269	0.1295	1	0_none
Mir28b	112	112 dpi	0	1	1	0_none
Mir28c	112	112 dpi	0	1	1	0_none
Mir290	112	112 dpi	0	1	1	0_none
Mir291a	112	112 dpi	0	1	1	0_none
Mir291b	112	112 dpi	0	1	1	0_none
Mir292	112	112 dpi	0	1	1	0_none
Mir293	112	112 dpi	0	1	1	0_none
Mir294	112	112 dpi	0	1	1	0_none
Mir295	112	112 dpi	0	1	1	0_none
Mir296	112	112 dpi	1.805	0.2826	1	0_none
Mir297-1	112	112 dpi	0	1	1	0_none
Mir297-2	112	112 dpi	0	1	1	0_none
Mir297a-3	112	112 dpi	0	1	1	0_none
Mir297a-4	112	112 dpi	0	1	1	0_none
Mir297b	112	112 dpi	0	1	1	0_none
Mir297c	112	112 dpi	0	1	1	0_none
Mir298	112	112 dpi	0	1	1	0_none
Mir299	112	112 dpi	0	1	1	0_none
Mir29a	112	112 dpi	0	1	1	0_none
Mir29b-1	112	112 dpi	0	1	1	0_none
Mir29b-2	112	112 dpi	0.4146	0.2053	1	0_none
Mir29c	112	112 dpi	0.286	0.3298	1	0_none
Mir300	112	112 dpi	3.066	0.08473	1	0_none
Mir301	112	112 dpi	2.57	0.1454	1	0_none
Mir301b	112	112 dpi	0	1	1	0_none
Mir302a	112	112 dpi	0	1	1	0_none
Mir302b	112	112 dpi	0	1	1	0_none
Mir302c	112	112 dpi	0	1	1	0_none
Mir302d	112	112 dpi	0	1	1	0_none
Mir3057	112	112 dpi	-0.1959	0.6955	1	0_none
Mir3058	112	112 dpi	-0.945	0.5597	1	0_none
Mir3059	112	112 dpi	0	1	1	0_none
Mir3060	112	112 dpi	0.1026	0.8102	1	0_none
Mir3061	112	112 dpi	0.3402	0.3352	1	0_none
Mir3062	112	112 dpi	0.05674	0.8998	1	0_none
Mir3063	112	112 dpi	2.688	0.1336	1	0_none
Mir3064	112	112 dpi	0.3684	0.01354	1	0_none
Mir3065	112	112 dpi	-1.926	0.2472	1	0_none
Mir3066	112	112 dpi	0	1	1	0_none
Mir3067	112	112 dpi	2.573	0.1451	1	0_none
Mir3068	112	112 dpi	-0.5284	0.6591	1	0_none
Mir3069	112	112 dpi	1.019	0.1702	1	0_none
Mir3070a	112	112 dpi	0.7228	0.2445	1	0_none
Mir3070b	112	112 dpi	-0.07074	0.8973	1	0_none
Mir3071	112	112 dpi	-1.926	0.2472	1	0_none
Mir3072	112	112 dpi	-0.3481	0.2393	1	0_none
Mir3073	112	112 dpi	0	1	1	0_none
Mir3074-1	112	112 dpi	0	1	1	0_none
Mir3074-2	112	112 dpi	0	1	1	0_none
Mir3075	112	112 dpi	0	1	1	0_none
Mir3076	112	112 dpi	0.4208	0.1942	1	0_none
Mir3077	112	112 dpi	-0.8436	0.5968	1	0_none
Mir3078	112	112 dpi	0.1793	0.4268	1	0_none
Mir3079	112	112 dpi	0	1	1	0_none
Mir3081	112	112 dpi	0	1	1	0_none
Mir3083	112	112 dpi	0	1	1	0_none
Mir3085	112	112 dpi	0	1	1	0_none
Mir3086	112	112 dpi	0	1	1	0_none
Mir3087	112	112 dpi	-0.6779	0.5443	1	0_none
Mir3088	112	112 dpi	0	1	1	0_none
Mir3089	112	112 dpi	0	1	1	0_none
Mir3091	112	112 dpi	-1.352	0.01332	1	0_none
Mir3092	112	112 dpi	0	1	1	0_none
Mir3093	112	112 dpi	-1.434	0.03837	1	0_none
Mir3094	112	112 dpi	-1.942	0.2453	1	0_none
Mir3095	112	112 dpi	-1.926	0.2472	1	0_none
Mir3096	112	112 dpi	0	1	1	0_none
Mir3096b	112	112 dpi	3.064	0.08492	1	0_none
Mir3097	112	112 dpi	-0.4027	0.6048	1	0_none
Mir3098	112	112 dpi	0	1	1	0_none
Mir3099	112	112 dpi	1.801	0.283	1	0_none
Mir30a	112	112 dpi	0	1	1	0_none
Mir30b	112	112 dpi	-1.92	0.248	1	0_none
Mir30c-1	112	112 dpi	0	1	1	0_none
Mir30c-2	112	112 dpi	3.069	0.08454	1	0_none
Mir30d	112	112 dpi	-0.06412	0.964	1	0_none
Mir30e	112	112 dpi	0	1	1	0_none
Mir31	112	112 dpi	-1.79	0.1121	1	0_none
Mir3100	112	112 dpi	-0.8133	0.1623	1	0_none
Mir3101	112	112 dpi	-0.07836	0.8565	1	0_none
Mir3102	112	112 dpi	-0.34	0.6148	1	0_none
Mir3103	112	112 dpi	0.5105	0.3371	1	0_none
Mir3104	112	112 dpi	-0.01916	0.9489	1	0_none
Mir3106	112	112 dpi	0	1	1	0_none
Mir3107	112	112 dpi	0	1	1	0_none
Mir3108	112	112 dpi	0	1	1	0_none
Mir3109	112	112 dpi	-2.729	0.116	1	0_none
Mir3110	112	112 dpi	0	1	1	0_none
Mir3112	112	112 dpi	-0.5193	0.4424	1	0_none
Mir32	112	112 dpi	3.061	0.08511	1	0_none
Mir320	112	112 dpi	-0.5673	0.6268	1	0_none
Mir322	112	112 dpi	0	1	1	0_none
Mir323	112	112 dpi	0	1	1	0_none
Mir324	112	112 dpi	-1.977	0.07077	1	0_none
Mir325	112	112 dpi	0	1	1	0_none
Mir326	112	112 dpi	0	1	1	0_none
Mir328	112	112 dpi	0.708	0.6279	1	0_none
Mir329	112	112 dpi	1.801	0.283	1	0_none
Mir33	112	112 dpi	-4.126	0.03323	1	0_none
Mir330	112	112 dpi	-0.8569	0.5658	1	0_none
Mir331	112	112 dpi	0.2953	0.4327	1	0_none
Mir335	112	112 dpi	-0.8385	0.5987	1	0_none
Mir337	112	112 dpi	-0.5234	0.5421	1	0_none
Mir338	112	112 dpi	-1.704	0.03893	1	0_none
Mir339	112	112 dpi	-0.538	0.5952	1	0_none
Mir340	112	112 dpi	0	1	1	0_none
Mir341	112	112 dpi	-1.169	0.0777	1	0_none
Mir343	112	112 dpi	0.01689	0.9637	1	0_none
Mir344	112	112 dpi	4.381	0.008245	1	0_none
Mir344-2	112	112 dpi	-0.9586	0.2629	1	0_none
Mir344b	112	112 dpi	2.479	0.06597	1	0_none
Mir344c	112	112 dpi	0	1	1	0_none
Mir344d-1	112	112 dpi	3.163	0.07762	1	0_none
Mir344d-2	112	112 dpi	-0.1369	0.9386	1	0_none
Mir344d-3	112	112 dpi	-3.881	0.0439	1	0_none
Mir344e	112	112 dpi	1.805	0.2826	1	0_none
Mir344f	112	112 dpi	0.6507	0.6859	1	0_none
Mir344g	112	112 dpi	1.089	0.151	1	0_none
Mir345	112	112 dpi	-0.2354	0.7691	1	0_none
Mir346	112	112 dpi	-2.711	0.1177	1	0_none
Mir3470a	112	112 dpi	2.63	0.1393	1	0_none
Mir3470b	112	112 dpi	0.7391	0.3103	1	0_none
Mir3471-1	112	112 dpi	0	1	1	0_none
Mir3473	112	112 dpi	0	1	1	0_none
Mir3473c	112	112 dpi	1.196	0.4468	1	0_none
Mir3473d	112	112 dpi	-1.587	0.2934	1	0_none
Mir3474	112	112 dpi	0.1867	0.7465	1	0_none
Mir3475	112	112 dpi	2.573	0.1451	1	0_none
Mir34a	112	112 dpi	-2.341	0.122	1	0_none
Mir34b	112	112 dpi	0	1	1	0_none
Mir34c	112	112 dpi	0	1	1	0_none
Mir350	112	112 dpi	0	1	1	0_none
Mir351	112	112 dpi	0	1	1	0_none
Mir3572	112	112 dpi	-0.1973	0.6562	1	0_none
Mir362	112	112 dpi	0	1	1	0_none
Mir363	112	112 dpi	0	1	1	0_none
Mir365-1	112	112 dpi	-0.4755	0.7363	1	0_none
Mir365-2	112	112 dpi	1.146	0.4638	1	0_none
Mir367	112	112 dpi	0	1	1	0_none
Mir369	112	112 dpi	0.3842	0.5533	1	0_none
Mir370	112	112 dpi	0.7776	0.3188	1	0_none
Mir374	112	112 dpi	-0.4011	0.2103	1	0_none
Mir374c	112	112 dpi	0	1	1	0_none
Mir375	112	112 dpi	0	1	1	0_none
Mir376a	112	112 dpi	3.794	0.02694	1	0_none
Mir376b	112	112 dpi	1.801	0.283	1	0_none
Mir376c	112	112 dpi	1.801	0.283	1	0_none
Mir377	112	112 dpi	0.02308	0.9624	1	0_none
Mir378	112	112 dpi	0	1	1	0_none
Mir378b	112	112 dpi	0	1	1	0_none
Mir379	112	112 dpi	1.805	0.2826	1	0_none
Mir380	112	112 dpi	-0.2918	0.827	1	0_none
Mir381	112	112 dpi	0.1223	0.9336	1	0_none
Mir382	112	112 dpi	-0.9046	0.2054	1	0_none
Mir383	112	112 dpi	0	1	1	0_none
Mir384	112	112 dpi	-0.4398	0.6856	1	0_none
Mir3960	112	112 dpi	0	1	1	0_none
Mir3962	112	112 dpi	1.038	0.0116	1	0_none
Mir3963	112	112 dpi	0	1	1	0_none
Mir3964	112	112 dpi	0	1	1	0_none
Mir3965	112	112 dpi	0	1	1	0_none
Mir3966	112	112 dpi	0	1	1	0_none
Mir3967	112	112 dpi	0	1	1	0_none
Mir3968	112	112 dpi	0	1	1	0_none
Mir3969	112	112 dpi	0	1	1	0_none
Mir3970	112	112 dpi	0	1	1	0_none
Mir3971	112	112 dpi	-0.1779	0.9096	1	0_none
Mir409	112	112 dpi	0.5231	0.4263	1	0_none
Mir410	112	112 dpi	-0.014	0.9732	1	0_none
Mir411	112	112 dpi	0	1	1	0_none
Mir412	112	112 dpi	-0.05332	0.9294	1	0_none
Mir421	112	112 dpi	0	1	1	0_none
Mir423	112	112 dpi	0.02843	0.9793	1	0_none
Mir425	112	112 dpi	-0.2231	0.5273	1	0_none
Mir429	112	112 dpi	0	1	1	0_none
Mir431	112	112 dpi	-0.7892	0.2728	1	0_none
Mir432	112	112 dpi	4.288	0.01213	1	0_none
Mir433	112	112 dpi	-0.1378	0.815	1	0_none
Mir434	112	112 dpi	-0.7233	0.4425	1	0_none
Mir448	112	112 dpi	0	1	1	0_none
Mir449a	112	112 dpi	0	1	1	0_none
Mir449b	112	112 dpi	0	1	1	0_none
Mir449c	112	112 dpi	0	1	1	0_none
Mir450-1	112	112 dpi	0	1	1	0_none
Mir450-2	112	112 dpi	0	1	1	0_none
Mir450b	112	112 dpi	0	1	1	0_none
Mir451	112	112 dpi	0	1	1	0_none
Mir452	112	112 dpi	1.875	0.2735	1	0_none
Mir453	112	112 dpi	0.3976	0.4591	1	0_none
Mir455	112	112 dpi	0	1	1	0_none
Mir463	112	112 dpi	0	1	1	0_none
Mir465	112	112 dpi	0	1	1	0_none
Mir465b-1	112	112 dpi	0	1	1	0_none
Mir465b-2	112	112 dpi	0	1	1	0_none
Mir465c-1	112	112 dpi	0	1	1	0_none
Mir465c-2	112	112 dpi	0	1	1	0_none
Mir466	112	112 dpi	0	1	1	0_none
Mir4660	112	112 dpi	0	1	1	0_none
Mir466b-2	112	112 dpi	0	1	1	0_none
Mir466b-3	112	112 dpi	0	1	1	0_none
Mir466d	112	112 dpi	0	1	1	0_none
Mir466f-1	112	112 dpi	0	1	1	0_none
Mir466f-2	112	112 dpi	0.05901	0.9491	1	0_none
Mir466f-3	112	112 dpi	0	1	1	0_none
Mir466g	112	112 dpi	0	1	1	0_none
Mir466h	112	112 dpi	0	1	1	0_none
Mir466i	112	112 dpi	0	1	1	0_none
Mir466n	112	112 dpi	-0.8742	0.5856	1	0_none
Mir467a-1	112	112 dpi	0	1	1	0_none
Mir467a-10	112	112 dpi	0	1	1	0_none
Mir467a-2	112	112 dpi	0	1	1	0_none
Mir467a-3	112	112 dpi	0	1	1	0_none
Mir467a-4	112	112 dpi	0	1	1	0_none
Mir467a-5	112	112 dpi	0	1	1	0_none
Mir467a-6	112	112 dpi	0	1	1	0_none
Mir467a-7	112	112 dpi	0	1	1	0_none
Mir467a-8	112	112 dpi	0	1	1	0_none
Mir467a-9	112	112 dpi	0	1	1	0_none
Mir467b	112	112 dpi	0	1	1	0_none
Mir467c	112	112 dpi	0	1	1	0_none
Mir467d	112	112 dpi	0	1	1	0_none
Mir467e	112	112 dpi	0	1	1	0_none
Mir467f	112	112 dpi	0	1	1	0_none
Mir468	112	112 dpi	1.196	0.4468	1	0_none
Mir470	112	112 dpi	0	1	1	0_none
Mir471	112	112 dpi	0	1	1	0_none
Mir483	112	112 dpi	-0.1248	0.9431	1	0_none
Mir484	112	112 dpi	1.801	0.283	1	0_none
Mir485	112	112 dpi	-0.2149	0.7224	1	0_none
Mir486	112	112 dpi	-1.49	0.2585	1	0_none
Mir487b	112	112 dpi	2.573	0.1451	1	0_none
Mir488	112	112 dpi	1.801	0.283	1	0_none
Mir489	112	112 dpi	0	1	1	0_none
Mir490	112	112 dpi	0	1	1	0_none
Mir491	112	112 dpi	-0.103	0.9128	1	0_none
Mir493	112	112 dpi	0.948	0.3984	1	0_none
Mir494	112	112 dpi	3.471	0.05096	1	0_none
Mir495	112	112 dpi	2.567	0.1457	1	0_none
Mir496	112	112 dpi	-0.5591	0.4082	1	0_none
Mir497	112	112 dpi	0	1	1	0_none
Mir499	112	112 dpi	0	1	1	0_none
Mir500	112	112 dpi	0	1	1	0_none
Mir501	112	112 dpi	0	1	1	0_none
Mir503	112	112 dpi	0	1	1	0_none
Mir504	112	112 dpi	-3.643	0.03587	1	0_none
Mir5046	112	112 dpi	-0.1614	0.6842	1	0_none
Mir505	112	112 dpi	0	1	1	0_none
Mir509	112	112 dpi	0	1	1	0_none
Mir5097	112	112 dpi	-0.6126	0.1291	1	0_none
Mir5098	112	112 dpi	1.801	0.283	1	0_none
Mir5100	112	112 dpi	-0.0663	0.9507	1	0_none
Mir5101	112	112 dpi	1.285	0.417	1	0_none
Mir5103	112	112 dpi	-1.852	0.07838	1	0_none
Mir5104	112	112 dpi	0	1	1	0_none
Mir5106	112	112 dpi	0	1	1	0_none
Mir5107	112	112 dpi	-0.3851	0.6456	1	0_none
Mir5108	112	112 dpi	0	1	1	0_none
Mir5109	112	112 dpi	3.427	0.05338	1	0_none
Mir511	112	112 dpi	0	1	1	0_none
Mir5111	112	112 dpi	1.044	0.4156	1	0_none
Mir5112	112	112 dpi	0.6011	0.6671	1	0_none
Mir5113	112	112 dpi	0.5496	0.113	1	0_none
Mir5114	112	112 dpi	0.3073	0.1243	1	0_none
Mir5115	112	112 dpi	0	1	1	0_none
Mir5116	112	112 dpi	0.3134	0.4031	1	0_none
Mir5117	112	112 dpi	0.3375	0.4067	1	0_none
Mir5119	112	112 dpi	0.9588	0.1241	1	0_none
Mir5120	112	112 dpi	0	1	1	0_none
Mir5121	112	112 dpi	-0.5775	0.01517	1	0_none
Mir5122	112	112 dpi	-1.477	0.01336	1	0_none
Mir5123	112	112 dpi	1.801	0.283	1	0_none
Mir5124	112	112 dpi	0	1	1	0_none
Mir5125	112	112 dpi	0	1	1	0_none
Mir5126	112	112 dpi	0	1	1	0_none
Mir5127	112	112 dpi	0	1	1	0_none
Mir5128	112	112 dpi	-0.9193	0.5689	1	0_none
Mir5129	112	112 dpi	-0.2643	0.4352	1	0_none
Mir5130	112	112 dpi	0	1	1	0_none
Mir5131	112	112 dpi	-0.09496	0.9486	1	0_none
Mir5132	112	112 dpi	-2.821	0.004376	1	0_none
Mir5133	112	112 dpi	-1.174	0.1885	1	0_none
Mir5134	112	112 dpi	1.576	0.1443	1	0_none
Mir5135	112	112 dpi	0	1	1	0_none
Mir5136	112	112 dpi	1.92	0.04067	1	0_none
Mir532	112	112 dpi	0	1	1	0_none
Mir539	112	112 dpi	-0.6132	0.6693	1	0_none
Mir540	112	112 dpi	0.7846	0.4508	1	0_none
Mir541	112	112 dpi	0.105	0.8338	1	0_none
Mir542	112	112 dpi	0	1	1	0_none
Mir543	112	112 dpi	0	1	1	0_none
Mir544	112	112 dpi	-1.835	0.2451	1	0_none
Mir546	112	112 dpi	0.137	0.5873	1	0_none
Mir547	112	112 dpi	0	1	1	0_none
Mir551b	112	112 dpi	0	1	1	0_none
Mir568	112	112 dpi	0.2386	0.2996	1	0_none
Mir574	112	112 dpi	0	1	1	0_none
Mir582	112	112 dpi	0	1	1	0_none
Mir592	112	112 dpi	0	1	1	0_none
Mir598	112	112 dpi	0	1	1	0_none
Mir599	112	112 dpi	0	1	1	0_none
Mir615	112	112 dpi	0	1	1	0_none
Mir653	112	112 dpi	0	1	1	0_none
Mir654	112	112 dpi	0.6263	0.6955	1	0_none
Mir664	112	112 dpi	3.117	0.08095	1	0_none
Mir665	112	112 dpi	-0.8543	0.1834	1	0_none
Mir666	112	112 dpi	1.801	0.283	1	0_none
Mir667	112	112 dpi	2.567	0.1457	1	0_none
Mir668	112	112 dpi	-0.5172	0.5622	1	0_none
Mir669a-1	112	112 dpi	0	1	1	0_none
Mir669a-10	112	112 dpi	0	1	1	0_none
Mir669a-11	112	112 dpi	0	1	1	0_none
Mir669a-12	112	112 dpi	0	1	1	0_none
Mir669a-2	112	112 dpi	0	1	1	0_none
Mir669a-3	112	112 dpi	0	1	1	0_none
Mir669a-4	112	112 dpi	0	1	1	0_none
Mir669a-5	112	112 dpi	0	1	1	0_none
Mir669a-6	112	112 dpi	0	1	1	0_none
Mir669a-7	112	112 dpi	0	1	1	0_none
Mir669a-8	112	112 dpi	0	1	1	0_none
Mir669a-9	112	112 dpi	0	1	1	0_none
Mir669b	112	112 dpi	0	1	1	0_none
Mir669c	112	112 dpi	0	1	1	0_none
Mir669e	112	112 dpi	0	1	1	0_none
Mir669g	112	112 dpi	0	1	1	0_none
Mir669h	112	112 dpi	0	1	1	0_none
Mir669i	112	112 dpi	0	1	1	0_none
Mir669j	112	112 dpi	0	1	1	0_none
Mir669k	112	112 dpi	0	1	1	0_none
Mir669m-1	112	112 dpi	0	1	1	0_none
Mir669m-2	112	112 dpi	0	1	1	0_none
Mir669p-1	112	112 dpi	0	1	1	0_none
Mir669p-2	112	112 dpi	0	1	1	0_none
Mir670	112	112 dpi	1.276	0.3336	1	0_none
Mir671	112	112 dpi	-0.2917	0.4247	1	0_none
Mir672	112	112 dpi	0	1	1	0_none
Mir673	112	112 dpi	0	1	1	0_none
Mir674	112	112 dpi	-1.077	0.3001	1	0_none
Mir675	112	112 dpi	-0.08222	0.9546	1	0_none
Mir676	112	112 dpi	0	1	1	0_none
Mir677	112	112 dpi	-0.02349	0.9561	1	0_none
Mir678	112	112 dpi	0.3955	0.1469	1	0_none
Mir679	112	112 dpi	-0.6842	0.6559	1	0_none
Mir680-2	112	112 dpi	-0.1487	0.7625	1	0_none
Mir680-3	112	112 dpi	0	1	1	0_none
Mir681	112	112 dpi	0.7032	0.6742	1	0_none
Mir682	112	112 dpi	0.2178	0.4982	1	0_none
Mir683-1	112	112 dpi	0	1	1	0_none
Mir683-2	112	112 dpi	0	1	1	0_none
Mir684-1	112	112 dpi	0.4169	0.3477	1	0_none
Mir684-2	112	112 dpi	-0.3543	0.7239	1	0_none
Mir686	112	112 dpi	0.2366	0.2067	1	0_none
