gene	log2fold_change	base_mean	pvalue	padj	celltype
Gpat4	0.05373021333018037	180.43486281679972	0.25976043711465413	0.6609248073874714	0_none
Mknk1	-0.1465850630156363	27.735091038594323	0.259693851466122	0.660868819669753	2_microglia
Antxr2	0.3151184451891611	4.138679371660782	0.2594611825132899	0.6603758346885835	0_none
Mrps22	-0.10192651810558812	44.61743787723178	0.25942514375043957	0.6603758346885835	0_none
Epg5	0.14428552498671107	29.864098592342128	0.2592390089177177	0.6601407572771486	0_none
Fabp2	-0.5692183234864677	1.347219008124667	0.25929045348297897	0.6601407572771486	0_none
Gm1976	-0.1793357201415482	15.432162683541828	0.25917812950373337	0.6601407572771486	0_none
Nedd8	0.04606989066655739	448.0307313754829	0.25926532477061964	0.6601407572771486	0_none
Prxl2b	0.0695614996886395	180.1626860756571	0.2592909556184129	0.6601407572771486	0_none
Dclre1c	0.410939020459291	2.654529266559736	0.25901683980719137	0.6599383224298627	0_none
Fasn	-0.08033375584016209	142.63857380526443	0.25895215233952074	0.6598726623187426	0_none
Ypel3	-0.04449746282381487	424.779662229008	0.2588950566071512	0.6598263309530822	0_none
Nfkb1	0.21323076202694669	10.932907447979348	0.2587204781720022	0.6594805213295956	0_none
Spag7	0.08578223425435616	189.74100510474923	0.25867213764540686	0.6594564375154892	0_none
Mtdh	0.10021380833937128	90.81927208524812	0.258534657577698	0.6592050607349544	0_none
Frmd5	-0.1066221430903333	42.859472887292114	0.25845355408262427	0.6590973775041326	0_none
Cfap161	0.5025404505920394	2.393298832413945	0.2583698321850725	0.659031550489731	0_none
Gm11604	-0.7954402081632413	1.552995215068338	0.25838887400658955	0.659031550489731	0_none
Rpl28-ps3	4.0411216620808394	1.4619389330219876	0.2583505116143479	0.659031550489731	0_none
Snrpe	0.07489101224115685	243.3324666864075	0.2583005845072705	0.659031550489731	0_none
Srbd1	-0.19686983899131444	10.413201233940388	0.2581463178287433	0.658809296373295	0_none
Ap1m1	-0.1269947900094649	57.23272007851552	0.25809780618118483	0.6587846457335798	0_none
Gm3756	0.5214540653788465	2.548517466702916	0.25806689512250836	0.6587846457335798	0_none
Pcyt1a	0.4896288015730359	2.104179726403673	0.2579378567887946	0.6585746573875623	0_none
Accs	0.2602178146721802	6.97360856535524	0.25774767585340674	0.6582097481479003	0_none
Zfp2	-0.13246783166448337	28.65360456031734	0.2577561174629664	0.6582097481479003	0_none
Gm17538	-1.3813038631848946	1.2811884697693885	0.2576258768296551	0.6581157889795748	0_none
Hdac6	-0.11292296426499492	38.88146973779341	0.2576416965821195	0.6581157889795748	0_none
Cir1	-0.08121252184653273	192.7835689280234	0.2574962995515445	0.6579426243514148	0_none
E2f1	-0.16895078332898664	24.671812015988596	0.25738126653280796	0.6579284033873732	0_none
Rdm1	-0.24465625871252009	10.3018973415019	0.2574417227112366	0.6579284033873732	0_none
Tlr13	0.3894112951148817	3.195306456832795	0.25745193185157	0.6579284033873732	0_none
Snhg4	-0.10941653543803206	37.26041841991249	0.25728329268860445	0.657794859895654	0_none
8030456M14Rik	0.6627257205872096	1.4620461826566131	0.25704779410093076	0.6577108289250516	0_none
Cfap20dc	-0.14260115397532552	24.14219038633095	0.2572116363884181	0.6577108289250516	0_none
Cnksr2	-0.08875196041080485	72.78875196188682	0.25714472398555244	0.6577108289250516	0_none
Gmppa	-0.16565099211770248	36.5144010183088	0.25718815268962436	0.6577108289250516	0_none
Scpep1	0.1338697746601277	30.31701911400981	0.2570994663912904	0.6577108289250516	0_none
Snrk	-0.07123352294518177	192.9366682042496	0.25704621494456303	0.6577108289250516	0_none
Zfp106	-0.05407693701562919	429.9126524218505	0.25705780085197566	0.6577108289250516	0_none
Cdkn2b	-0.6363487219340249	1.2006939932850609	0.2569135938223894	0.6576429494040511	0_none
Luzp1	0.1004498181680414	52.02643237712191	0.25688015764197364	0.6576429494040511	0_none
Gm47018	-0.573216443706339	1.3704397577060343	0.2566213030499196	0.6572212081741238	0_none
Mkks	-0.2084048270646969	12.688483810791006	0.25667131637939655	0.6572212081741238	0_none
Mtrf1	0.23716959706913512	11.268753222529448	0.25664889873706903	0.6572212081741238	0_none
Sh3glb2	-0.08129756655283189	192.16093152332527	0.2562443070191116	0.6564252107291216	0_none
Zfp354a	-0.23856243298376464	8.606815134579133	0.2561918665230734	0.656390040611247	0_none
Gm3248	-0.797489668982285	0.955491439244001	0.25602434674158214	0.6560599702811344	0_none
Cbl	0.14301068818669949	46.22333844200379	0.2559283541720378	0.6559935132972334	0_none
Gm17823	-0.314312923069765	4.42298957019271	0.255959724225908	0.6559935132972334	0_none
Mrpl12	0.08271153156875145	148.68216688252332	0.25593094021006774	0.6559935132972334	0_none
Naa60	0.44953791732779574	3.265197589993285	0.2558597268276394	0.6559935132972334	0_none
Rabep2	-0.27187491128135005	7.929901665528682	0.25578037597888564	0.6559827516678763	0_none
Rnf126	-0.11868525224643436	39.93288536847109	0.2558007757742391	0.6559827516678763	0_none
