ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000173915	ATP5MD	 6.51e-01	1.51e-04	protein_coding
ENSG00000146587	RBAK	-6.18e-02	9.19e-01	protein_coding
ENSG00000144566	RAB5A	 3.25e-01	3.32e-01	protein_coding
ENSG00000100836	PABPN1	-1.91e-01	1.80e-01	protein_coding
ENSG00000143952	VPS54	-1.60e-01	7.10e-01	protein_coding
ENSG00000270638	AL023806.1	 1.08e-01	8.50e-01	lncRNA
ENSG00000185070	FLRT2	-6.07e-01	7.88e-02	protein_coding
ENSG00000148835	TAF5	-2.78e-01	5.15e-01	protein_coding
ENSG00000258643	BCL2L2-PABPN1	-4.24e-01	1.60e-01	protein_coding
ENSG00000276293	PIP4K2B	 4.73e-02	8.75e-01	protein_coding
ENSG00000188266	HYKK	 5.24e-02	8.96e-01	protein_coding
ENSG00000099795	NDUFB7	-2.05e-01	4.51e-01	protein_coding
ENSG00000142235	AC008403.1	 6.76e-01	8.16e-03	protein_coding
ENSG00000176428	VPS37D	-2.54e-01	5.79e-01	protein_coding
ENSG00000109265	KIAA1211	-2.99e-01	3.92e-01	protein_coding
ENSG00000109654	TRIM2	-4.37e-01	9.02e-02	protein_coding
ENSG00000136936	XPA	 1.61e-02	9.81e-01	protein_coding
ENSG00000267796	LIN37	 1.21e-01	7.30e-01	protein_coding
ENSG00000204623	ZNRD1ASP	 1.21e-01	7.93e-01	transcribed_unitary_pseudogene
ENSG00000173432	SAA1	 8.34e-02	8.00e-01	protein_coding
ENSG00000173267	SNCG	-2.95e-01	6.83e-02	protein_coding
ENSG00000165410	CFL2	 6.04e-02	8.72e-01	protein_coding
ENSG00000179820	MYADM	 9.56e-01	7.91e-08	protein_coding
ENSG00000197299	BLM	 2.59e-01	5.72e-01	protein_coding
ENSG00000088002	SULT2B1	-3.46e-01	3.02e-01	protein_coding
ENSG00000205155	PSENEN	-3.89e-02	8.88e-01	protein_coding
ENSG00000181035	SLC25A42	-3.47e-02	9.57e-01	protein_coding
ENSG00000260565	ERVK13-1	 3.44e-03	9.96e-01	lncRNA
ENSG00000178209	PLEC	-2.95e-01	9.80e-02	protein_coding
ENSG00000151303	AL136982.1	 2.04e-01	6.84e-01	lncRNA
ENSG00000272734	ADIRF-AS1	 1.24e-01	8.15e-01	lncRNA
ENSG00000188223	AD000671.1	 5.81e-02	9.11e-01	protein_coding
ENSG00000164111	ANXA5	-2.21e-02	9.29e-01	protein_coding
ENSG00000159267	HLCS	-2.29e-01	3.39e-01	protein_coding
ENSG00000136816	TOR1B	 1.37e-01	6.57e-01	protein_coding
ENSG00000166401	SERPINB8	-4.95e-01	1.87e-01	protein_coding
ENSG00000161654	LSM12	 2.44e-01	3.80e-01	protein_coding
ENSG00000110723	EXPH5	 2.32e-01	6.25e-01	protein_coding
ENSG00000223478	AL441992.1	 8.82e-02	7.96e-01	lncRNA
ENSG00000173442	EHBP1L1	 5.26e-01	7.40e-04	protein_coding
ENSG00000136827	TOR1A	 3.15e-02	9.19e-01	protein_coding
ENSG00000156928	MALSU1	-2.02e-01	2.59e-01	protein_coding
ENSG00000184708	EIF4ENIF1	-4.64e-01	2.32e-02	protein_coding
ENSG00000232653	GOLGA8N	 6.31e-02	9.15e-01	protein_coding
ENSG00000240230	COX19	 4.77e-02	9.18e-01	protein_coding
ENSG00000185697	MYBL1	-4.88e-02	9.33e-01	protein_coding
ENSG00000072778	ACADVL	-5.73e-01	1.76e-07	protein_coding
ENSG00000160445	ZER1	 2.95e-01	1.26e-01	protein_coding
ENSG00000126107	HECTD3	 2.94e-01	7.83e-02	protein_coding
ENSG00000053747	LAMA3	-1.48e-01	6.49e-01	protein_coding
ENSG00000223509	AC135983.2	-2.30e-02	9.57e-01	transcribed_processed_pseudogene
ENSG00000168884	TNIP2	-5.49e-01	6.37e-04	protein_coding
ENSG00000105419	MEIS3	 1.45e-01	7.17e-01	protein_coding
ENSG00000136231	IGF2BP3	 7.44e-02	8.52e-01	protein_coding
ENSG00000090372	STRN4	-4.27e-02	8.98e-01	protein_coding
ENSG00000108176	DNAJC12	-1.67e-02	9.73e-01	protein_coding
ENSG00000089327	FXYD5	 4.18e-01	3.04e-03	protein_coding
ENSG00000125257	ABCC4	-6.55e-03	9.85e-01	protein_coding
ENSG00000007372	PAX6	 3.05e-01	4.69e-01	protein_coding
ENSG00000159055	MIS18A	-1.86e-01	6.99e-01	protein_coding
ENSG00000136247	ZDHHC4	-3.42e-02	9.20e-01	protein_coding
ENSG00000106089	STX1A	 1.50e-01	7.55e-01	protein_coding
ENSG00000114480	GBE1	 1.29e-02	9.79e-01	protein_coding
ENSG00000273559	CWC25	-1.65e-01	6.12e-01	protein_coding
ENSG00000176809	LRRC37A3	 5.41e-01	1.23e-01	protein_coding
ENSG00000137834	SMAD6	 1.83e-01	5.56e-01	protein_coding
ENSG00000130818	ZNF426	 9.74e-02	8.32e-01	protein_coding
ENSG00000055917	PUM2	-1.89e-01	4.50e-01	protein_coding
ENSG00000278611	ZNF426-DT	 2.24e-02	9.75e-01	lncRNA
ENSG00000250132	AC004803.1	 2.23e-01	6.12e-01	lncRNA
ENSG00000197961	ZNF121	 1.81e-01	6.05e-01	protein_coding
ENSG00000071462	BUD23	-2.89e-01	6.42e-02	protein_coding
ENSG00000198826	ARHGAP11A	-1.91e-01	6.75e-01	protein_coding
ENSG00000162458	FBLIM1	-1.04e+00	1.87e-05	protein_coding
ENSG00000088826	SMOX	 9.19e-02	7.83e-01	protein_coding
ENSG00000275719	AC008622.2	 4.02e-02	9.52e-01	lncRNA
ENSG00000142188	TMEM50B	 1.71e-02	9.77e-01	protein_coding
ENSG00000136819	C9orf78	-2.77e-01	1.77e-01	protein_coding
ENSG00000118762	PKD2	-3.62e-01	2.44e-01	protein_coding
ENSG00000114735	HEMK1	-5.64e-01	1.12e-04	protein_coding
ENSG00000089916	GPATCH2L	 4.20e-01	8.59e-02	protein_coding
ENSG00000198089	SFI1	 4.17e-02	9.16e-01	protein_coding
ENSG00000099246	RAB18	-4.29e-01	1.90e-01	protein_coding
ENSG00000112667	DNPH1	-4.67e-01	8.44e-03	protein_coding
ENSG00000136878	USP20	-2.73e-01	2.70e-01	protein_coding
ENSG00000167562	ZNF701	 1.01e-01	8.63e-01	protein_coding
ENSG00000185090	MANEAL	 3.14e-01	9.24e-02	protein_coding
ENSG00000172239	PAIP1	-1.21e-01	6.07e-01	protein_coding
ENSG00000187118	CMC1	 3.15e-01	9.84e-02	protein_coding
ENSG00000019549	SNAI2	 1.60e-01	7.46e-01	protein_coding
ENSG00000145740	SLC30A5	 1.40e-01	5.91e-01	protein_coding
ENSG00000100359	SGSM3	-4.06e-01	3.28e-03	protein_coding
ENSG00000156642	NPTN	 3.02e-01	2.35e-01	protein_coding
ENSG00000169220	RGS14	-4.51e-01	6.96e-02	protein_coding
ENSG00000088543	C3orf18	-5.91e-01	2.82e-04	protein_coding
ENSG00000136932	TRMO	-3.63e-01	2.43e-01	protein_coding
ENSG00000140280	LYSMD2	 6.16e-03	9.90e-01	protein_coding
ENSG00000105963	ADAP1	 2.00e-01	6.86e-01	protein_coding
ENSG00000002016	RAD52	-4.26e-01	1.26e-01	protein_coding
ENSG00000204439	C6orf47	-8.84e-02	7.89e-01	protein_coding
ENSG00000197324	LRP10	 5.95e-01	2.76e-04	protein_coding
ENSG00000262587	AC133552.2	-5.15e-01	1.63e-01	transcribed_unprocessed_pseudogene
ENSG00000072818	ACAP1	 2.43e-01	5.96e-01	protein_coding
ENSG00000126088	UROD	-7.18e-01	2.18e-10	protein_coding
ENSG00000282012	AP000357.2	 2.82e-02	9.64e-01	lncRNA
ENSG00000105639	JAK3	 4.94e-01	6.67e-02	protein_coding
ENSG00000125967	NECAB3	-2.33e-01	2.27e-01	protein_coding
ENSG00000129911	KLF16	 4.06e-01	9.61e-02	protein_coding
ENSG00000128335	APOL2	-1.89e-01	3.30e-01	protein_coding
ENSG00000159128	IFNGR2	-1.46e-02	9.68e-01	protein_coding
ENSG00000099968	BCL2L13	 1.66e-01	4.03e-01	protein_coding
ENSG00000118972	FGF23	 2.08e-01	6.64e-01	protein_coding
ENSG00000078237	TIGAR	-3.91e-02	9.51e-01	protein_coding
ENSG00000181027	FKRP	 5.52e-01	5.62e-02	protein_coding
ENSG00000138166	DUSP5	 1.81e-01	6.13e-01	protein_coding
ENSG00000167977	KCTD5	 2.02e-02	9.60e-01	protein_coding
ENSG00000068745	IP6K2	 6.24e-02	7.79e-01	protein_coding
ENSG00000148153	INIP	-2.64e-01	5.05e-01	protein_coding
ENSG00000275494	AC133552.5	 6.69e-03	9.91e-01	lncRNA
ENSG00000184436	THAP7	-4.26e-01	3.43e-03	protein_coding
ENSG00000084710	EFR3B	-7.66e-02	8.65e-01	protein_coding
ENSG00000114520	SNX4	-6.64e-01	6.63e-03	protein_coding
ENSG00000149100	EIF3M	-2.47e-01	2.79e-01	protein_coding
ENSG00000120656	TAF12	-2.38e-01	4.78e-01	protein_coding
ENSG00000082805	ERC1	-3.48e-01	1.45e-01	protein_coding
ENSG00000176410	DNAJC30	 6.69e-02	8.13e-01	protein_coding
ENSG00000272462	U91328.1	 2.14e-01	5.67e-01	lncRNA
ENSG00000101158	NELFCD	-2.28e-01	1.47e-01	protein_coding
ENSG00000131966	ACTR10	-2.19e-01	4.19e-01	protein_coding
ENSG00000112208	BAG2	-2.46e-01	3.83e-01	protein_coding
ENSG00000204516	MICB	 1.70e-01	4.67e-01	protein_coding
ENSG00000164167	LSM6	-5.76e-02	8.75e-01	protein_coding
ENSG00000112343	TRIM38	-3.57e-01	2.31e-01	protein_coding
ENSG00000177465	ACOT4	-3.45e-01	2.07e-01	protein_coding
ENSG00000099957	P2RX6	-3.80e-01	2.35e-01	protein_coding
ENSG00000261526	AC012615.1	-1.44e-01	7.58e-01	lncRNA
ENSG00000155903	RASA2	 2.25e-01	6.44e-01	protein_coding
ENSG00000188060	RAB42	-3.54e-01	1.69e-02	protein_coding
ENSG00000112200	ZNF451	 1.16e-01	7.95e-01	protein_coding
ENSG00000166710	B2M	 2.64e-01	2.44e-01	protein_coding
ENSG00000142207	URB1	 1.80e-01	3.63e-01	protein_coding
ENSG00000078140	UBE2K	 2.68e-01	2.14e-01	protein_coding
ENSG00000156509	FBXO43	 4.53e-01	2.22e-01	protein_coding
ENSG00000257621	PSMA3-AS1	 2.98e-01	3.03e-01	lncRNA
ENSG00000279329	AC020910.5	 1.96e-01	6.66e-01	TEC
ENSG00000151632	AKR1C2	-1.44e-01	5.26e-01	protein_coding
ENSG00000175073	VCPIP1	-2.63e-01	4.56e-01	protein_coding
ENSG00000204435	CSNK2B	 2.08e-01	3.59e-01	protein_coding
ENSG00000172183	ISG20	-3.58e-01	5.95e-02	protein_coding
ENSG00000114353	GNAI2	 1.78e-01	3.21e-01	protein_coding
ENSG00000189221	MAOA	-2.88e-01	3.13e-01	protein_coding
ENSG00000272892	AL133551.1	-1.54e-01	7.46e-01	lncRNA
ENSG00000075336	TIMM21	-3.91e-01	2.58e-01	protein_coding
ENSG00000081087	OSTM1	-8.30e-02	8.80e-01	protein_coding
ENSG00000147669	POLR2K	 1.96e-01	5.62e-01	protein_coding
ENSG00000100991	TRPC4AP	-1.31e-01	4.76e-01	protein_coding
ENSG00000168333	PPDPFL	 2.39e-01	2.02e-01	protein_coding
ENSG00000053501	USE1	-2.47e-01	2.92e-01	protein_coding
ENSG00000239900	ADSL	-3.57e-01	3.32e-02	protein_coding
ENSG00000160305	DIP2A	-4.34e-02	9.14e-01	protein_coding
ENSG00000112294	ALDH5A1	-1.61e-01	5.40e-01	protein_coding
ENSG00000186111	PIP5K1C	 5.38e-02	8.82e-01	protein_coding
ENSG00000230513	THAP7-AS1	 1.01e-01	7.04e-01	lncRNA
ENSG00000019485	PRDM11	 1.28e-01	6.04e-01	protein_coding
ENSG00000206145	P2RX6P	 1.37e-01	8.01e-01	transcribed_unprocessed_pseudogene
ENSG00000124532	MRS2	-1.15e-01	6.63e-01	protein_coding
ENSG00000153721	CNKSR3	 2.97e-01	3.32e-01	protein_coding
ENSG00000204438	GPANK1	-6.89e-01	2.72e-08	protein_coding
ENSG00000250337	PURPL	-3.78e-02	9.50e-01	lncRNA
ENSG00000088356	PDRG1	-3.45e-01	1.70e-02	protein_coding
ENSG00000141349	G6PC3	 1.54e-01	3.45e-01	protein_coding
ENSG00000108591	DRG2	-2.22e-01	2.70e-01	protein_coding
ENSG00000250241	AC105383.1	 5.10e-01	1.29e-01	lncRNA
ENSG00000105404	RABAC1	-3.29e-01	1.42e-02	protein_coding
ENSG00000100567	PSMA3	-1.88e-01	6.08e-01	protein_coding
ENSG00000171720	HDAC3	-9.35e-02	6.42e-01	protein_coding
ENSG00000148158	SNX30	-2.46e-01	5.88e-01	protein_coding
ENSG00000125651	GTF2F1	-2.70e-01	5.64e-02	protein_coding
ENSG00000138650	PCDH10	-1.54e-02	9.78e-01	protein_coding
ENSG00000176261	ZBTB8OS	 9.04e-03	9.86e-01	protein_coding
ENSG00000064545	TMEM161A	-9.10e-02	7.06e-01	protein_coding
ENSG00000100796	PPP4R3A	 1.49e-01	6.58e-01	protein_coding
ENSG00000112210	RAB23	 1.88e-01	6.78e-01	protein_coding
ENSG00000113851	CRBN	 2.01e-02	9.74e-01	protein_coding
ENSG00000119950	MXI1	 5.56e-02	9.19e-01	protein_coding
ENSG00000147650	LRP12	-3.45e-02	9.58e-01	protein_coding
ENSG00000176095	IP6K1	 3.10e-01	5.57e-02	protein_coding
ENSG00000096717	SIRT1	 9.68e-02	8.54e-01	protein_coding
ENSG00000112293	GPLD1	-3.00e-02	9.66e-01	protein_coding
ENSG00000105186	ANKRD27	-2.97e-01	2.11e-01	protein_coding
ENSG00000131504	DIAPH1	 5.02e-01	6.04e-03	protein_coding
ENSG00000245937	LINC01184	-8.55e-02	8.05e-01	lncRNA
ENSG00000102531	FNDC3A	 2.13e-02	9.67e-01	protein_coding
ENSG00000186326	RGS9BP	-2.83e-01	4.83e-01	protein_coding
ENSG00000134057	CCNB1	-3.12e-01	1.17e-02	protein_coding
ENSG00000241878	PISD	 2.24e-01	4.40e-01	protein_coding
ENSG00000172382	PRSS27	-1.47e-01	7.52e-01	protein_coding
ENSG00000129083	COPB1	-1.25e-01	7.92e-01	protein_coding
ENSG00000275202	AL161421.1	 3.23e-01	3.42e-01	lncRNA
ENSG00000173905	GOLIM4	 1.30e-01	7.80e-01	protein_coding
ENSG00000229388	LINC01715	 1.28e-01	8.02e-01	lncRNA
ENSG00000213859	KCTD11	 1.78e-01	6.79e-01	protein_coding
ENSG00000119906	SLF2	-1.38e-01	7.22e-01	protein_coding
ENSG00000133028	SCO1	-2.68e-01	2.48e-01	protein_coding
ENSG00000101146	RAE1	 1.77e-01	2.96e-01	protein_coding
ENSG00000072756	TRNT1	 1.30e-01	7.74e-01	protein_coding
ENSG00000074755	ZZEF1	 3.01e-01	2.18e-01	protein_coding
ENSG00000160062	ZBTB8A	 1.33e-01	7.47e-01	protein_coding
ENSG00000107185	RGP1	 6.13e-01	4.06e-05	protein_coding
ENSG00000170222	ADPRM	-8.02e-02	8.95e-01	protein_coding
ENSG00000119661	DNAL1	 3.39e-03	9.96e-01	protein_coding
ENSG00000136485	DCAF7	 9.19e-02	7.19e-01	protein_coding
ENSG00000105516	DBP	 7.59e-02	8.04e-01	protein_coding
ENSG00000177082	WDR73	-3.22e-01	9.02e-02	protein_coding
ENSG00000149257	SERPINH1	-3.11e-03	9.93e-01	protein_coding
ENSG00000185721	DRG1	-4.27e-01	2.52e-03	protein_coding
ENSG00000113456	RAD1	 9.10e-02	7.35e-01	protein_coding
ENSG00000171843	MLLT3	-1.08e-01	8.14e-01	protein_coding
ENSG00000118777	ABCG2	 8.86e-02	8.83e-01	protein_coding
ENSG00000063176	SPHK2	 3.00e-01	2.73e-01	protein_coding
ENSG00000198604	BAZ1A	-1.71e-01	7.24e-01	protein_coding
ENSG00000143878	RHOB	 2.67e-01	1.01e-01	protein_coding
ENSG00000196588	MRTFA	 2.88e-01	2.18e-01	protein_coding
ENSG00000043093	DCUN1D1	-1.97e-01	6.90e-01	protein_coding
ENSG00000185920	PTCH1	-4.04e-01	1.75e-01	protein_coding
ENSG00000129084	PSMA1	-9.02e-02	7.16e-01	protein_coding
ENSG00000113460	BRIX1	-2.61e-01	4.11e-01	protein_coding
ENSG00000063177	RPL18	 8.31e-03	9.81e-01	protein_coding
ENSG00000136463	TACO1	-4.14e-01	1.21e-02	protein_coding
ENSG00000197329	PELI1	-4.51e-01	2.14e-01	protein_coding
ENSG00000198039	ZNF273	 1.04e-02	9.89e-01	protein_coding
ENSG00000118960	HS1BP3	-1.05e-01	6.99e-01	protein_coding
ENSG00000164251	F2RL1	-5.98e-02	9.19e-01	protein_coding
ENSG00000127507	ADGRE2	-6.82e-02	8.97e-01	protein_coding
ENSG00000196139	AKR1C3	-2.63e-01	1.93e-01	protein_coding
ENSG00000197982	C1orf122	-4.35e-01	3.91e-04	protein_coding
ENSG00000178105	DDX10	 1.20e-01	8.14e-01	protein_coding
ENSG00000152620	NADK2	-2.95e-01	1.85e-01	protein_coding
ENSG00000069535	MAOB	 8.26e-02	7.18e-01	protein_coding
ENSG00000112992	NNT	-2.36e-01	4.13e-01	protein_coding
ENSG00000109099	PMP22	 1.35e-01	6.87e-01	protein_coding
ENSG00000104205	SGK3	 2.46e-02	9.72e-01	protein_coding
ENSG00000196449	YRDC	-1.70e-01	4.31e-01	protein_coding
ENSG00000146576	C7orf26	 4.30e-01	1.21e-01	protein_coding
ENSG00000171219	CDC42BPG	 7.55e-02	8.91e-01	protein_coding
ENSG00000165219	GAPVD1	 1.84e-01	5.31e-01	protein_coding
ENSG00000267321	LINC02001	-7.50e-02	7.75e-01	lncRNA
ENSG00000271155	AL161729.1	-3.81e-01	3.01e-01	lncRNA
ENSG00000101363	MANBAL	-2.78e-01	8.06e-02	protein_coding
ENSG00000160961	ZNF333	-5.89e-02	9.12e-01	protein_coding
ENSG00000108733	PEX12	 2.76e-02	9.57e-01	protein_coding
ENSG00000103363	ELOB	 2.83e-02	9.41e-01	protein_coding
ENSG00000089335	ZNF302	 9.05e-02	8.73e-01	protein_coding
ENSG00000259345	AC013652.1	 4.29e-01	1.46e-01	lncRNA
ENSG00000116205	TCEANC2	-3.69e-01	2.92e-01	protein_coding
ENSG00000091542	ALKBH5	 2.92e-01	7.60e-02	protein_coding
ENSG00000140564	FURIN	 6.22e-01	7.38e-06	protein_coding
ENSG00000205913	SRRM2-AS1	 9.93e-02	8.48e-01	lncRNA
ENSG00000176700	SCAND2P	-4.12e-01	7.75e-02	transcribed_unprocessed_pseudogene
ENSG00000230176	LINC01433	-1.78e-01	6.29e-01	lncRNA
ENSG00000205534	SMG1P2	 1.17e-01	8.04e-01	transcribed_unprocessed_pseudogene
ENSG00000176371	ZSCAN2	-2.87e-01	3.01e-01	protein_coding
ENSG00000114098	ARMC8	-2.33e-01	5.08e-01	protein_coding
ENSG00000167595	PROSER3	 3.21e-01	3.47e-01	protein_coding
ENSG00000214174	AMZ2P1	-6.31e-02	9.11e-01	transcribed_unprocessed_pseudogene
ENSG00000129968	ABHD17A	-4.39e-01	6.43e-03	protein_coding
ENSG00000248092	NNT-AS1	 3.22e-01	3.50e-01	lncRNA
ENSG00000134352	IL6ST	-1.68e-01	7.19e-01	protein_coding
ENSG00000105376	ICAM5	 1.65e-02	9.77e-01	protein_coding
ENSG00000125835	SNRPB	-2.00e-01	2.89e-01	protein_coding
ENSG00000167468	GPX4	-7.38e-02	8.10e-01	protein_coding
ENSG00000155189	AGPAT5	 4.00e-01	1.56e-01	protein_coding
ENSG00000088876	ZNF343	-2.25e-01	5.26e-01	protein_coding
ENSG00000165525	NEMF	 1.04e-01	8.36e-01	protein_coding
ENSG00000164053	ATRIP	-2.03e-01	4.32e-01	protein_coding
ENSG00000213462	ERV3-1	 4.97e-01	1.75e-01	protein_coding
ENSG00000135372	NAT10	 3.47e-01	2.95e-02	protein_coding
ENSG00000107021	TBC1D13	 3.75e-01	5.67e-02	protein_coding
ENSG00000157954	WIPI2	-5.28e-02	8.34e-01	protein_coding
ENSG00000162924	REL	 9.50e-02	8.47e-01	protein_coding
ENSG00000271447	MMP28	 1.67e-01	7.40e-01	protein_coding
ENSG00000122952	ZWINT	-7.08e-01	7.11e-09	protein_coding
ENSG00000185753	CXorf38	-6.07e-02	9.02e-01	protein_coding
ENSG00000104228	TRIM35	 3.48e-02	9.23e-01	protein_coding
ENSG00000185808	PIGP	 6.46e-02	8.68e-01	protein_coding
ENSG00000167978	SRRM2	-1.69e-01	4.19e-01	protein_coding
ENSG00000172301	COPRS	-2.40e-01	2.52e-01	protein_coding
ENSG00000071626	DAZAP1	-1.53e-01	3.42e-01	protein_coding
ENSG00000251003	ZFPM2-AS1	-9.03e-02	8.78e-01	lncRNA
ENSG00000234585	CCT6P3	 8.09e-02	8.94e-01	transcribed_unprocessed_pseudogene
ENSG00000234006	DDX39B-AS1	-9.63e-02	8.70e-01	lncRNA
ENSG00000034677	RNF19A	-1.92e-01	6.03e-01	protein_coding
ENSG00000270647	TAF15	 2.43e-01	2.91e-01	protein_coding
ENSG00000101160	CTSZ	-1.10e-01	5.75e-01	protein_coding
ENSG00000187742	SECISBP2	-3.73e-01	2.67e-01	protein_coding
ENSG00000163378	EOGT	-3.21e-02	9.63e-01	protein_coding
ENSG00000145354	CISD2	 2.93e-02	9.44e-01	protein_coding
ENSG00000162366	PDZK1IP1	 2.44e-01	6.01e-01	protein_coding
ENSG00000137876	RSL24D1	-6.81e-02	8.52e-01	protein_coding
ENSG00000144909	OSBPL11	-1.67e-02	9.78e-01	protein_coding
ENSG00000204498	NFKBIL1	-4.80e-01	4.17e-04	protein_coding
ENSG00000237436	CAMTA1-DT	 2.64e-01	5.63e-01	lncRNA
ENSG00000213020	ZNF611	 1.22e-02	9.87e-01	protein_coding
ENSG00000198937	CCDC167	-5.58e-02	8.52e-01	protein_coding
ENSG00000104450	SPAG1	 1.12e-01	8.44e-01	protein_coding
ENSG00000213689	TREX1	-3.23e-01	1.53e-01	protein_coding
ENSG00000089693	MLF2	-2.74e-02	9.19e-01	protein_coding
ENSG00000140563	MCTP2	-2.52e-01	3.80e-01	protein_coding
ENSG00000188786	MTF1	-2.31e-01	6.03e-01	protein_coding
ENSG00000145990	GFOD1	-3.40e-01	3.20e-01	protein_coding
ENSG00000124172	ATP5F1E	 5.80e-01	6.98e-03	protein_coding
ENSG00000233493	TMEM238	 3.49e-01	3.55e-01	protein_coding
ENSG00000275714	HIST1H3A	-1.43e-01	6.41e-01	protein_coding
ENSG00000278637	HIST1H4A	-4.89e-02	9.07e-01	protein_coding
ENSG00000159335	PTMS	 3.07e-01	3.15e-02	protein_coding
ENSG00000197122	SRC	 2.27e-01	3.64e-01	protein_coding
ENSG00000198563	DDX39B	-8.25e-02	8.39e-01	protein_coding
ENSG00000278705	HIST1H4B	 5.41e-02	8.97e-01	protein_coding
ENSG00000120686	UFM1	 4.67e-01	9.64e-02	protein_coding
ENSG00000125691	RPL23	 2.51e-01	2.48e-01	protein_coding
ENSG00000165516	KLHDC2	-1.60e-01	4.81e-01	protein_coding
ENSG00000131187	F12	-2.10e-01	4.33e-01	protein_coding
ENSG00000260727	SLC7A5P1	-1.65e-01	6.99e-01	transcribed_unprocessed_pseudogene
ENSG00000162419	GMEB1	 1.88e-01	5.68e-01	protein_coding
ENSG00000086102	NFX1	 6.55e-02	8.27e-01	protein_coding
ENSG00000146282	RARS2	 2.32e-01	4.73e-01	protein_coding
ENSG00000131188	PRR7	-1.37e-02	9.75e-01	protein_coding
ENSG00000135378	PRRG4	-3.40e-01	4.20e-01	protein_coding
ENSG00000110756	HPS5	 1.84e-01	4.81e-01	protein_coding
ENSG00000278463	HIST1H2AB	-2.47e-01	3.89e-01	protein_coding
ENSG00000170638	TRABD	-2.04e-01	3.47e-01	protein_coding
ENSG00000276410	HIST1H2BB	-1.85e-02	9.79e-01	protein_coding
ENSG00000198055	GRK6	-4.75e-01	2.85e-03	protein_coding
ENSG00000141522	ARHGDIA	 4.92e-01	1.66e-03	protein_coding
ENSG00000132535	DLG4	 4.50e-01	1.39e-01	protein_coding
ENSG00000148339	SLC25A25	-1.27e-01	6.71e-01	protein_coding
ENSG00000103485	QPRT	-6.13e-01	4.88e-08	protein_coding
ENSG00000106078	COBL	-1.50e-02	9.74e-01	protein_coding
ENSG00000198492	YTHDF2	 2.02e-01	3.18e-01	protein_coding
ENSG00000121211	MND1	-2.03e-01	6.52e-01	protein_coding
ENSG00000213676	ATF6B	 5.67e-02	8.64e-01	protein_coding
ENSG00000114166	KAT2B	-1.92e-01	6.95e-01	protein_coding
ENSG00000100330	MTMR3	 3.54e-02	9.48e-01	protein_coding
ENSG00000205903	ZNF316	 6.24e-01	3.00e-02	protein_coding
ENSG00000234771	SLC25A25-AS1	 7.67e-01	1.19e-02	lncRNA
ENSG00000171169	NAIF1	-1.80e-01	5.30e-01	protein_coding
ENSG00000274104	AC020910.4	-4.90e-02	9.36e-01	lncRNA
ENSG00000105640	RPL18A	 2.04e-01	3.57e-01	protein_coding
ENSG00000150787	PTS	-7.08e-02	8.41e-01	protein_coding
ENSG00000114738	MAPKAPK3	-2.61e-01	1.75e-01	protein_coding
ENSG00000229852	AC019205.1	-1.30e-01	8.14e-01	lncRNA
ENSG00000124214	STAU1	 4.96e-01	1.66e-03	protein_coding
ENSG00000185130	HIST1H2BL	 1.24e-01	7.41e-01	protein_coding
ENSG00000108055	SMC3	 1.95e-01	6.36e-01	protein_coding
ENSG00000135314	KHDC1	 3.51e-01	3.03e-01	protein_coding
ENSG00000136100	VPS36	-1.44e-01	6.94e-01	protein_coding
ENSG00000196747	HIST1H2AI	-4.71e-02	9.15e-01	protein_coding
ENSG00000167925	GHDC	-5.52e-02	8.59e-01	protein_coding
ENSG00000169398	PTK2	 1.61e-01	5.44e-01	protein_coding
ENSG00000278828	HIST1H3H	-1.56e-01	6.59e-01	protein_coding
ENSG00000157216	SSBP3	 6.22e-01	1.16e-04	protein_coding
ENSG00000100883	SRP54	-2.48e-01	5.00e-01	protein_coding
ENSG00000250303	AP002884.1	-3.56e-01	3.49e-01	lncRNA
ENSG00000114737	CISH	 3.45e-01	4.11e-01	protein_coding
ENSG00000155313	USP25	-3.26e-01	2.67e-01	protein_coding
ENSG00000187838	PLSCR3	 4.28e-01	2.43e-01	protein_coding
ENSG00000106993	CDC37L1	-7.45e-02	8.86e-01	protein_coding
ENSG00000168615	ADAM9	-1.23e-01	6.52e-01	protein_coding
ENSG00000136938	ANP32B	 2.63e-01	1.03e-01	protein_coding
ENSG00000179859	RNF227	 4.24e-01	2.11e-01	protein_coding
ENSG00000169126	ARMC4	 9.26e-02	8.73e-01	protein_coding
ENSG00000180626	ZNF594	 1.12e-01	8.39e-01	protein_coding
ENSG00000164403	SHROOM1	 1.21e-01	7.82e-01	protein_coding
ENSG00000142507	PSMB6	-3.02e-01	1.36e-01	protein_coding
ENSG00000099330	OCEL1	 3.15e-01	1.39e-01	protein_coding
ENSG00000277459	AP001527.2	 1.24e-02	9.86e-01	lncRNA
ENSG00000254870	ATP6V1G2-DDX39B	-1.03e-01	7.93e-01	protein_coding
ENSG00000148843	PDCD11	 1.90e-01	5.07e-01	protein_coding
ENSG00000180182	MED14	 5.71e-01	1.96e-02	protein_coding
ENSG00000278677	HIST1H2AM	-2.14e-01	4.49e-01	protein_coding
ENSG00000275221	HIST1H2AK	-1.88e-01	5.35e-01	protein_coding
ENSG00000205544	TMEM256	 1.95e-01	2.74e-01	protein_coding
ENSG00000134058	CDK7	-4.53e-02	9.28e-01	protein_coding
