GeneID	Enrichment	Cluster	Expressed_4wpi_main	log2FC_4wpi_main	Pval_4wpi_main	FDR_4wpi_main	Expressed_8wpi_main	log2FC_8wpi_main	Pval_8wpi_main	FDR_8wpi_main	Expressed_12wpi_main	log2FC_12wpi_main	Pval_12wpi_main	FDR_12wpi_main	Expressed_14wpi_main	log2FC_14wpi_main	Pval_14wpi_main	FDR_14wpi_main	Expressed_16wpi_main	log2FC_16wpi_main	Pval_16wpi_main	FDR_16wpi_main	Expressed_18wpi_main	log2FC_18wpi_main	Pval_18wpi_main	FDR_18wpi_main	Expressed_20wpi_main	log2FC_20wpi_main	Pval_20wpi_main	FDR_20wpi_main	Expressed_term_main	log2FC_term_main	Pval_term_main	FDR_term_main	Expressed_8wpi_val	log2FC_8wpi_val	Pval_8wpi_val	FDR_8wpi_val	Expressed_term_val	log2FC_term_val	Pval_term_val	FDR_term_val	Expressed_8wpi_ko	log2FC_8wpi_ko	Pval_8wpi_ko	FDR_8wpi_ko	Expressed_8wpi_ip	log2FC_8wpi_ip	Pval_8wpi_ip	FDR_8wpi_ip	Expressed_term_ip	log2FC_term_ip	Pval_term_ip	FDR_term_ip	Expressed_8wpi_old	log2FC_8wpi_old	Pval_8wpi_old	FDR_8wpi_old	Expressed_term_young	log2FC_term_young	Pval_term_young	FDR_term_young	Expressed_term_old	log2FC_term_old	Pval_term_old	FDR_term_old	Expressed_8wpi_saline	log2FC_8wpi_saline	Pval_8wpi_saline	FDR_8wpi_saline	Expressed_8wpi_plasma	log2FC_8wpi_plasma	Pval_8wpi_plasma	FDR_8wpi_plasma	Expressed_term_saline	log2FC_term_saline	Pval_term_saline	FDR_term_saline	Expressed_term_plasma	log2FC_term_plasma	Pval_term_plasma	FDR_term_plasma
Gpr183	MG	1	TRUE	-0.152	0.7522	0.9959	TRUE	-0.05765	0.8735	0.941	TRUE	-0.4287	0.2852	0.6743	TRUE	-0.3258	0.4502	0.8434	TRUE	0.3292	0.4825	0.7972	TRUE	1.179	0.01056	0.235	TRUE	-0.03593	0.943	0.9841	TRUE	1.719	5.561e-05	0.0006533	FALSE	-0.009459	0.9817	NA	TRUE	1.516	0.0006187	0.00551	TRUE	0.558	0.1841	1	TRUE	-0.1813	0.6959	0.9999	TRUE	1.507	1.048e-07	1.201e-06	TRUE	0.1842	0.6728	0.8228	TRUE	1.511	1.562e-05	0.0001311	TRUE	2.332	3.686e-14	5.86e-13	TRUE	0.1591	0.5711	0.7609	TRUE	0.005328	0.9839	1	TRUE	1.238	0.0005074	0.004554	TRUE	1.455	5.5e-07	7.779e-06
Gpr19	_NE	NA	TRUE	-0.1163	0.5929	0.9959	TRUE	-0.1228	0.4424	0.668	TRUE	0.00808	0.9649	0.9918	TRUE	0.1007	0.6119	0.899	TRUE	-0.1468	0.4348	0.7726	TRUE	-0.1009	0.6735	0.9825	TRUE	0.3247	0.1256	0.4948	TRUE	0.3647	0.1093	0.2883	TRUE	-0.1868	0.266	0.586	TRUE	0.3902	0.04343	0.157	TRUE	0.1563	0.3372	1	TRUE	0.1445	0.3832	0.9999	TRUE	0.3508	0.01359	0.04717	TRUE	0.1518	0.3733	0.5829	TRUE	0.1908	0.2559	0.4258	TRUE	0.2548	0.09535	0.1856	TRUE	-0.02194	0.8582	0.934	TRUE	0.02316	0.854	1	TRUE	0.191	0.2133	0.4383	TRUE	0.4762	0.004559	0.02067
Gpr20	_NE	NA	FALSE	0.06287	0.9395	NA	FALSE	0.3705	0.5263	NA	FALSE	-0.2166	0.7576	NA	FALSE	-0.4652	0.4322	NA	TRUE	0.02448	0.9739	0.9911	FALSE	0.1777	0.8614	NA	FALSE	-0.5487	0.4806	NA	FALSE	-0.5708	0.4485	NA	FALSE	-1.147	0.2052	NA	FALSE	-0.7679	0.3499	NA	FALSE	-0.3157	0.694	NA	FALSE	0.2586	0.7191	NA	FALSE	-0.569	0.3202	NA	FALSE	-0.3322	0.6815	NA	FALSE	-0.6261	0.5148	NA	FALSE	-0.4888	0.6346	NA	FALSE	-0.6517	0.2432	NA	FALSE	-1.103	0.04093	NA	FALSE	0.6392	0.2525	NA	FALSE	-0.9677	0.11	NA
Gpr21	N	NA	TRUE	0.4473	0.2668	0.9959	TRUE	-0.3896	0.2442	0.4841	TRUE	-0.3023	0.4513	0.7898	TRUE	-0.3004	0.4709	0.8522	TRUE	0.01439	0.9733	0.991	TRUE	-0.5606	0.2422	0.8808	TRUE	-0.3501	0.4278	0.7776	TRUE	-0.7771	0.142	0.3431	FALSE	-0.1111	0.7998	NA	TRUE	-0.1382	0.739	0.8697	TRUE	0.3506	0.432	1	TRUE	-0.6206	0.09743	0.8834	TRUE	-0.8446	0.01527	0.05185	TRUE	0.04614	0.8796	0.9446	TRUE	-0.298	0.477	0.6446	TRUE	-0.3501	0.3696	0.5173	TRUE	-0.3674	0.3434	0.5744	TRUE	-0.0006114	0.9985	1	TRUE	0.1062	0.7782	0.8928	TRUE	-0.3305	0.3674	0.5521
Gpr22	N	NA	TRUE	-0.4764	0.08471	0.9959	TRUE	0.1079	0.4633	0.6833	TRUE	-0.156	0.1756	0.567	TRUE	-0.3144	0.1498	0.6675	TRUE	0.01853	0.9265	0.9771	TRUE	-0.4409	0.2145	0.8592	TRUE	-0.6193	0.003615	0.07397	TRUE	-0.425	0.3634	0.6083	TRUE	0.1129	0.3752	0.6812	TRUE	-0.02373	0.8473	0.9277	TRUE	0.02056	0.913	1	TRUE	-0.2114	0.03197	0.6102	TRUE	-0.2242	0.03168	0.09284	TRUE	0.2713	0.0005488	0.005906	TRUE	-0.2714	0.04142	0.1099	TRUE	-0.4689	0.0002302	0.001061	TRUE	0.2781	0.02386	0.1255	TRUE	-0.0261	0.7634	1	TRUE	-0.4361	0.0163	0.07391	TRUE	-0.239	0.207	0.3766
Gpr25	_NE	NA	TRUE	0.6223	0.0894	0.9959	TRUE	-0.2411	0.2836	0.5271	TRUE	0.0721	0.7675	0.9276	TRUE	0.1109	0.6949	0.9241	TRUE	0.3132	0.2915	0.682	TRUE	-0.03378	0.9231	0.9971	TRUE	0.2635	0.413	0.7669	TRUE	-0.2618	0.4863	0.7124	TRUE	-0.8971	3.338e-05	0.001295	TRUE	0.0506	0.8758	0.9423	TRUE	0.02778	0.9043	1	TRUE	-0.3446	0.1761	0.9839	TRUE	-0.4441	0.04223	0.1166	TRUE	0.03034	0.8929	0.9517	TRUE	-0.6171	0.01402	0.04711	TRUE	-0.1956	0.4493	0.5955	TRUE	-0.2108	0.2535	0.4866	TRUE	0.01636	0.9215	1	TRUE	-0.05921	0.7742	0.8905	TRUE	-0.1151	0.6009	0.7515
Gpr26	N	3	TRUE	-0.6129	0.02125	0.9279	TRUE	0.01785	0.9547	0.9818	TRUE	0.3937	0.2452	0.6411	TRUE	-0.6134	0.08011	0.5932	TRUE	-0.4052	0.1127	0.4899	TRUE	-0.5193	0.1042	0.7149	TRUE	0.2483	0.3844	0.7488	TRUE	-1.994	8.718e-10	2.587e-08	TRUE	0.00996	0.9809	0.992	TRUE	-0.743	0.01904	0.08617	TRUE	-0.2387	0.3847	1	TRUE	0.02735	0.8726	0.9999	TRUE	-0.5778	0.0004957	0.002819	TRUE	0.03025	0.8529	0.9297	TRUE	-1.74	5.985e-07	6.503e-06	TRUE	-1.386	9.931e-05	0.0004981	TRUE	-0.4983	0.01241	0.08582	TRUE	0.1993	0.153	1	TRUE	-0.9325	6.837e-06	0.0001013	TRUE	-1.288	6.596e-08	1.115e-06
Gpr27	_NE	4	TRUE	0.09464	0.7939	0.9959	TRUE	-1.19	2.022e-07	2.631e-05	TRUE	0.7597	0.000543	0.02559	TRUE	0.08494	0.7657	0.947	TRUE	-1.109	2.314e-05	0.003988	TRUE	-0.8137	0.06733	0.6065	TRUE	0.8255	0.02214	0.2177	TRUE	-1.067	0.000277	0.002585	TRUE	0.08224	0.7861	0.9175	TRUE	-1.016	0.001786	0.01328	TRUE	-0.1637	0.3541	1	TRUE	-0.1526	0.5859	0.9999	TRUE	0.1004	0.7204	0.8409	TRUE	-1.274	9.157e-07	2.593e-05	TRUE	-0.3972	0.1173	0.2438	TRUE	-1.094	0.003685	0.01227	TRUE	-0.3102	0.1324	0.3409	TRUE	-0.3955	0.004842	1	TRUE	-0.3516	0.06426	0.1974	TRUE	0.1167	0.6479	0.7857
Gpr3	_NE	NA	TRUE	0.1369	0.6779	0.9959	TRUE	-0.2061	0.399	0.6342	TRUE	0.1646	0.4798	0.8057	TRUE	0.3619	0.2368	0.7262	TRUE	-0.394	0.1674	0.5641	TRUE	-0.3975	0.3152	0.9114	TRUE	0.2144	0.5117	0.8202	TRUE	-0.299	0.332	0.5797	TRUE	-0.321	0.1775	0.4834	TRUE	-0.2601	0.3336	0.5771	TRUE	0.4118	0.2045	1	TRUE	0.07696	0.8087	0.9999	TRUE	-0.0914	0.6919	0.8209	TRUE	-0.06374	0.8008	0.8987	TRUE	-0.4587	0.08287	0.1873	TRUE	-0.6697	0.0149	0.04029	TRUE	0.07009	0.7477	0.8746	TRUE	-0.04402	0.8374	1	TRUE	-0.2767	0.2454	0.4754	TRUE	-0.8544	0.00164	0.009101
Gpr30	_NE	NA	TRUE	0.4935	0.1806	0.9959	TRUE	-0.4729	0.1048	0.2996	TRUE	0.3153	0.2383	0.6333	TRUE	-0.2998	0.3289	0.7808	TRUE	-0.4729	0.1144	0.492	TRUE	-0.3088	0.3735	0.9396	TRUE	0.3477	0.3316	0.7139	TRUE	-0.2898	0.4092	0.6505	TRUE	-0.682	0.006352	0.07753	TRUE	0.2164	0.4629	0.6916	TRUE	0.2205	0.4453	1	TRUE	-0.1232	0.6602	0.9999	TRUE	-0.07322	0.7723	0.8728	TRUE	-0.4422	0.08448	0.2274	TRUE	0.06013	0.8154	0.8916	TRUE	0.3213	0.2512	0.3901	TRUE	-0.3127	0.1425	0.3558	TRUE	0.11	0.5637	1	TRUE	0.01484	0.954	0.9777	TRUE	0.4497	0.09564	0.2171
Gpr31c	_NE	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.848	0.2695	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	-2.348	0.1857	NA	FALSE	2.024	0.2161	NA	FALSE	0	1	NA	FALSE	2.579	0.1861	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	3.724	0.0177	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	3.999	0.02639	NA	FALSE	1.458e-15	1	NA	FALSE	-1.888e-15	1	NA	FALSE	2.691	0.08354	NA	FALSE	3.174	0.0302	NA
Gpr33	_NE	NA	FALSE	-0.9444	0.5614	NA	FALSE	-3.429	0.04701	NA	FALSE	-1.783	0.288	NA	FALSE	-3.174	0.06147	NA	FALSE	4.406	0.007285	NA	FALSE	-2.682	0.1193	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	2.554	0.1273	NA	FALSE	0	1	NA	FALSE	1.903	0.2421	NA	FALSE	-2.062	0.09785	NA	FALSE	2.822	0.08305	NA	FALSE	-1.828	0.3382	NA	FALSE	-0.5582	0.7132	NA	FALSE	-1.786	0.2764	NA	FALSE	1.735	0.1843	NA	FALSE	-1.554	0.2241	NA	FALSE	1.208	0.3694	NA	FALSE	-1.23e-16	1	NA
Gpr34	MG	1	TRUE	-0.08324	0.699	0.9959	TRUE	0.05145	0.7509	0.8751	TRUE	-0.01935	0.9137	0.9788	TRUE	-0.3786	0.09946	0.6188	TRUE	0.5999	0.004271	0.1085	TRUE	1.074	0.001563	0.06119	TRUE	0.6535	0.017	0.1911	TRUE	1.319	6.143e-06	9.299e-05	TRUE	0.03929	0.8338	0.936	TRUE	1.193	2.802e-11	1.097e-09	TRUE	0.2281	0.2252	1	TRUE	0.01751	0.9206	0.9999	TRUE	1.059	2.897e-18	8.242e-17	TRUE	0.3648	0.01642	0.07371	TRUE	1.219	1.048e-17	3.772e-16	TRUE	1.399	6.597e-17	1.263e-15	TRUE	0.2356	0.07021	0.2385	TRUE	-0.03192	0.8172	1	TRUE	1.16	7.587e-10	2.059e-08	TRUE	0.9049	0.006432	0.02742
Gpr35	MG	1	TRUE	0.5811	0.2258	0.9959	TRUE	-0.09747	0.8292	0.9191	TRUE	-0.06751	0.8926	0.9728	TRUE	-1.078	0.05002	0.5258	TRUE	0.136	0.8178	0.9421	TRUE	1.016	0.07808	0.645	TRUE	0.9804	0.1342	0.5099	TRUE	2.589	5.11e-07	9.596e-06	FALSE	-0.4597	0.4037	NA	TRUE	1.399	0.002548	0.01786	FALSE	-0.5779	0.34	NA	TRUE	-0.1937	0.7292	0.9999	TRUE	1.824	3.532e-07	3.78e-06	TRUE	-0.4359	0.4212	0.6272	TRUE	1.809	2.074e-06	2.055e-05	TRUE	2.188	1.182e-08	1.125e-07	TRUE	0.1841	0.591	0.7758	FALSE	0.02452	0.9463	NA	TRUE	1.674	3.303e-05	0.0004162	TRUE	1.969	1.422e-07	2.25e-06
Gpr37	OL	NA	TRUE	0.005023	0.98	0.9991	TRUE	0.05747	0.6861	0.8345	TRUE	0.0551	0.6163	0.8692	TRUE	-0.3807	0.02121	0.4128	TRUE	-0.2829	0.1134	0.49	TRUE	-0.05037	0.7998	0.9896	TRUE	-0.4588	0.007544	0.1221	TRUE	-0.3897	0.0355	0.1299	TRUE	0.1631	0.3133	0.6295	TRUE	-0.5665	0.001016	0.008263	TRUE	-0.1627	0.1063	1	TRUE	-0.06855	0.566	0.9999	TRUE	-0.353	0.001055	0.005469	TRUE	-0.264	0.1177	0.2835	TRUE	-0.159	0.2217	0.3845	TRUE	-0.4105	0.0003226	0.001438	TRUE	0.556	5.601e-05	0.00245	TRUE	-0.09393	0.3808	1	TRUE	-0.3445	0.01092	0.0552	TRUE	-0.1664	0.3775	0.5616
Gpr37l1	_NE	1	TRUE	0.2057	0.1791	0.9959	TRUE	-0.3044	0.005812	0.05455	TRUE	0.1854	0.02513	0.2347	TRUE	-0.03641	0.7624	0.9455	TRUE	-0.1525	0.3654	0.7293	TRUE	0.4542	0.005806	0.1593	TRUE	0.8092	2.502e-08	4.968e-06	TRUE	0.9403	6.573e-09	1.741e-07	TRUE	-0.4863	0.0009676	0.02061	TRUE	0.8088	2.152e-09	6.411e-08	TRUE	-0.03429	0.7509	1	TRUE	-0.08414	0.4306	0.9999	TRUE	1.017	4.015e-19	1.195e-17	TRUE	-0.4263	4.236e-07	1.296e-05	TRUE	1.104	1.144e-16	3.775e-15	TRUE	1.097	3.572e-16	6.529e-15	TRUE	-0.05276	0.5523	0.7468	TRUE	-0.163	0.01685	1	TRUE	0.8988	1.548e-11	5.131e-10	TRUE	1.133	4.414e-16	2.182e-14
Gpr39	_NE	NA	FALSE	0.966	0.222	NA	FALSE	-0.7194	0.2923	NA	FALSE	-0.7138	0.3466	NA	FALSE	0.1545	0.8077	NA	TRUE	-0.8657	0.2293	0.6284	FALSE	-1.239	0.1917	NA	FALSE	-0.1468	0.879	NA	FALSE	-1.946	0.0448	NA	TRUE	-0.2879	0.03039	0.1979	TRUE	-0.7768	7.976e-07	1.503e-05	FALSE	0.05556	0.9454	NA	FALSE	-1.112	0.1523	NA	FALSE	1.026	0.2553	NA	FALSE	0.06348	0.9431	NA	FALSE	-0.01249	0.9875	NA	FALSE	-0.8156	0.2699	NA	FALSE	-0.9508	0.07398	NA	FALSE	-0.6625	0.1837	NA	FALSE	-0.8343	0.2588	NA	FALSE	-1.365	0.04515	NA
Gpr4	EC	NA	TRUE	0.7981	0.03361	0.9779	TRUE	-0.1121	0.6806	0.8307	TRUE	-0.0894	0.771	0.9287	TRUE	-0.1969	0.4897	0.8578	TRUE	-0.4396	0.1347	0.5216	TRUE	0.003786	0.9909	0.998	TRUE	0.1713	0.6275	0.8751	TRUE	-0.5525	0.1358	0.3332	TRUE	0.4043	0.07913	0.3234	TRUE	-0.7531	0.01017	0.0536	TRUE	-0.07867	0.7671	1	TRUE	0.5878	0.03424	0.6228	TRUE	-0.5058	0.05902	0.1499	TRUE	-0.5094	0.07032	0.2011	TRUE	-0.1382	0.6317	0.7693	TRUE	-0.1298	0.6852	0.7921	TRUE	-0.09239	0.6201	0.7937	TRUE	0.06543	0.7149	1	TRUE	0.4247	0.08489	0.2395	TRUE	-0.3033	0.3411	0.5261
Gpr44	_NE	NA	FALSE	2.213	0.0491	NA	FALSE	0.1288	0.8534	NA	FALSE	-0.01811	0.9856	NA	FALSE	-0.01962	0.9805	NA	TRUE	-1.51	0.1253	0.5098	FALSE	0.4732	0.6584	NA	FALSE	1.118	0.46	NA	FALSE	-0.2702	0.753	NA	FALSE	0.3849	0.5617	NA	FALSE	0.4777	0.4113	NA	FALSE	0.3636	0.7242	NA	FALSE	0.6931	0.3554	NA	FALSE	0.05725	0.9519	NA	FALSE	0.6492	0.4988	NA	FALSE	1.27	0.09518	NA	FALSE	-0.3878	0.6001	NA	FALSE	0.4359	0.5492	NA	FALSE	0.8703	0.1577	NA	FALSE	0.4593	0.5515	NA	FALSE	-0.4468	0.5679	NA
Gpr45	_NE	NA	TRUE	-0.1266	0.6481	0.9959	TRUE	-0.08351	0.6134	0.7908	TRUE	-0.2338	0.1895	0.5838	TRUE	0.1762	0.3985	0.8217	TRUE	0.01504	0.9423	0.9812	TRUE	-0.05026	0.8358	0.9927	TRUE	-0.07511	0.7433	0.9249	TRUE	-0.5036	0.051	0.1692	TRUE	-0.3066	0.09061	0.3489	TRUE	-0.2166	0.2961	0.5396	TRUE	0.1307	0.4253	1	TRUE	-0.1812	0.3188	0.9999	TRUE	-0.4427	0.003824	0.01671	TRUE	0.2003	0.2725	0.4829	TRUE	-0.4067	0.03239	0.09112	TRUE	-0.4385	0.01401	0.03825	TRUE	-0.1941	0.09455	0.2817	TRUE	-0.1461	0.1903	1	TRUE	-0.1404	0.4457	0.6647	TRUE	-0.5689	0.005164	0.02299
Gpr50	_NE	NA	FALSE	1.167	0.1904	NA	FALSE	-1.172	0.1538	NA	FALSE	-0.898	0.2974	NA	TRUE	-2.009	0.00903	0.2824	FALSE	-1.145	0.2014	NA	TRUE	1.418	0.1522	0.791	TRUE	-0.2596	0.7097	0.9123	TRUE	-0.1837	0.8188	0.919	FALSE	1.405	0.07534	NA	TRUE	-2.437	0.007409	0.04174	FALSE	-0.717	0.3854	NA	FALSE	1.251	0.1285	NA	FALSE	0.8088	0.3739	NA	FALSE	0.5987	0.5991	NA	FALSE	0.1684	0.7614	NA	FALSE	0.5215	0.5022	NA	FALSE	0.3097	0.6016	NA	FALSE	-0.08628	0.8784	NA	TRUE	1.595	0.05512	0.178	FALSE	0.7453	0.2529	NA
Gpr52	_NE	3	TRUE	0.3603	0.6877	0.9959	TRUE	-0.1314	0.743	0.8703	TRUE	-0.03362	0.922	0.9813	TRUE	0.2501	0.5531	0.8761	TRUE	0.1441	0.7046	0.897	TRUE	-0.65	0.1265	0.7604	TRUE	-0.037	0.9381	0.9834	TRUE	-1.323	0.006688	0.03589	FALSE	0.6658	0.1947	NA	TRUE	-0.3427	0.4035	0.6395	TRUE	-0.4017	0.2672	1	TRUE	-0.3783	0.32	0.9999	TRUE	-0.4716	0.1871	0.3513	TRUE	0.3543	0.2838	0.4946	TRUE	-0.5137	0.1885	0.3431	TRUE	-0.2789	0.5568	0.6904	TRUE	0.2872	0.4715	0.6868	TRUE	0.1607	0.5851	1	TRUE	0.8863	0.04817	0.1622	TRUE	-0.4769	0.2621	0.443
Gpr55	_NE	NA	FALSE	0.03143	0.9626	NA	FALSE	-1.097	0.1929	NA	FALSE	-0.4549	0.5421	NA	FALSE	-1.304	0.1191	NA	TRUE	-1.003	0.1553	0.5489	FALSE	0.03887	0.9616	NA	FALSE	0.06011	0.936	NA	FALSE	1.259	0.1153	NA	FALSE	-0.5301	0.2372	NA	TRUE	0.5356	0.3012	0.5454	FALSE	-0.3699	0.694	NA	FALSE	-2.102	0.01725	NA	FALSE	1.698	0.00621	NA	FALSE	-0.7703	0.3893	NA	TRUE	1.961	0.001926	0.009278	FALSE	1.228	0.03451	NA	FALSE	0.6478	0.4098	NA	FALSE	-0.01418	0.9882	NA	TRUE	1.616	0.00462	0.02833	FALSE	1.967	0.003895	NA
Gpr56	_NE	1	TRUE	-0.03589	0.8117	0.9976	TRUE	-0.3723	0.001428	0.02104	TRUE	0.1391	0.1471	0.5319	TRUE	-0.05909	0.6652	0.9165	TRUE	-0.02844	0.8605	0.958	TRUE	0.4997	0.003225	0.1046	TRUE	0.3296	0.02373	0.2239	TRUE	0.8907	3.765e-07	7.249e-06	TRUE	-0.1682	0.227	0.5444	TRUE	0.4777	0.0004955	0.004536	TRUE	-0.1765	0.08602	1	TRUE	0.2131	0.02652	0.5531	TRUE	0.4143	1.315e-05	0.0001081	TRUE	-0.5321	7.781e-09	4.137e-07	TRUE	0.9777	1.002e-16	3.333e-15	TRUE	0.5914	1.306e-05	7.925e-05	TRUE	-0.06771	0.4433	0.6642	TRUE	-0.03828	0.5989	1	TRUE	0.7159	2.907e-10	8.262e-09	TRUE	1.063	9.371e-12	2.774e-10
Gpr6	_NE	NA	TRUE	0.3942	0.7199	0.9959	TRUE	-1.276	0.03931	0.1708	FALSE	-0.3554	0.5472	NA	TRUE	-0.9853	0.08084	0.5932	TRUE	-0.837	0.1053	0.4787	TRUE	-1.724	0.006174	0.1652	TRUE	1.029	0.1958	0.5924	TRUE	-0.3708	0.5851	0.7859	FALSE	0.8972	0.3116	NA	FALSE	-1.522	0.06747	NA	TRUE	0.4281	0.5475	1	TRUE	-0.4436	0.4341	0.9999	FALSE	-0.8826	0.1922	NA	TRUE	0.1695	0.7452	0.8672	TRUE	-0.3928	0.5346	0.6933	FALSE	-0.7536	0.3364	NA	TRUE	0.2876	0.604	0.7837	TRUE	-0.1023	0.7816	1	TRUE	0.8173	0.2277	0.4561	TRUE	-0.9165	0.0877	0.2036
Gpr61	_NE	NA	TRUE	-0.06837	0.7132	0.9959	TRUE	-0.09913	0.4666	0.6864	TRUE	-0.01804	0.895	0.9736	TRUE	0.1257	0.4177	0.8297	TRUE	-0.06736	0.6809	0.8883	TRUE	-0.4268	0.05184	0.5556	TRUE	0.06672	0.721	0.9167	TRUE	-0.3133	0.1169	0.301	TRUE	-0.0145	0.9257	0.9736	TRUE	-0.193	0.2701	0.5112	TRUE	0.09736	0.4613	1	TRUE	-0.1969	0.1797	0.9878	TRUE	-0.3578	0.005628	0.02305	TRUE	-0.09852	0.4322	0.6371	TRUE	-0.3842	0.01234	0.04244	TRUE	-0.5496	0.00014	0.0006785	TRUE	0.01408	0.8889	0.9493	TRUE	-0.06183	0.4997	1	TRUE	-0.424	0.001481	0.01132	TRUE	-0.4191	0.01481	0.05303
Gpr62	OL	NA	TRUE	0.02094	0.9395	0.9991	TRUE	0.06213	0.7605	0.8808	TRUE	0.02637	0.9145	0.9788	TRUE	-0.1398	0.5917	0.8916	TRUE	-0.3282	0.2428	0.6381	TRUE	0.0646	0.8418	0.9927	TRUE	-0.08916	0.7702	0.9334	TRUE	0.076	0.7962	0.9069	TRUE	-0.06399	0.754	0.902	TRUE	-0.2737	0.1727	0.3947	TRUE	-0.1913	0.276	1	TRUE	-0.1103	0.6176	0.9999	TRUE	0.1566	0.4156	0.6033	TRUE	-0.2253	0.2866	0.4977	TRUE	-0.01652	0.9436	0.9685	TRUE	0.1431	0.4714	0.6156	TRUE	0.55	0.0002832	0.00747	TRUE	0.003298	0.9786	1	TRUE	-0.1836	0.3906	0.616	TRUE	-0.208	0.3935	0.5779
Gpr63	_NE	3	TRUE	-0.5602	0.01851	0.9069	TRUE	0.1315	0.4618	0.6821	TRUE	-0.3862	0.01637	0.1847	TRUE	0.2685	0.1807	0.6965	TRUE	0.0255	0.9027	0.971	TRUE	-0.2761	0.2645	0.8876	TRUE	-0.5767	0.01222	0.1615	TRUE	-0.8885	0.0001875	0.001875	TRUE	0.07509	0.6897	0.871	TRUE	-0.4954	0.01559	0.07442	TRUE	-0.1468	0.5278	1	TRUE	-0.06151	0.703	0.9999	TRUE	-0.6841	2.727e-05	0.0002106	TRUE	0.1287	0.4849	0.6832	TRUE	-0.7366	0.00128	0.006555	TRUE	-1.239	2.472e-10	2.841e-09	TRUE	0.3331	0.006185	0.05642	TRUE	-0.1308	0.4361	1	TRUE	-0.7891	0.001982	0.01447	TRUE	-0.9608	1.423e-06	1.88e-05
Gpr64	N	NA	TRUE	-0.1996	0.6313	0.9959	TRUE	-0.07774	0.823	0.9161	TRUE	-0.3636	0.2357	0.6303	TRUE	-0.5316	0.1633	0.6813	TRUE	0.2319	0.499	0.8065	TRUE	0.2726	0.5375	0.9788	TRUE	-0.6293	0.09275	0.4353	TRUE	-0.0973	0.8213	0.9203	TRUE	0.2184	0.5172	0.7784	TRUE	0.0001382	0.9997	0.9999	TRUE	-0.09029	0.7939	1	TRUE	-0.1343	0.6556	0.9999	TRUE	-0.2266	0.5172	0.6917	TRUE	0.5604	0.03726	0.1311	TRUE	-0.2865	0.3362	0.5127	TRUE	-0.1768	0.5212	0.6586	TRUE	-0.4064	0.08275	0.262	TRUE	-0.2348	0.3066	1	TRUE	0.2663	0.3716	0.6015	TRUE	-0.1478	0.5658	0.7236
Gpr65	_NE	2	FALSE	0.7756	0.3146	NA	FALSE	0.5492	0.4913	NA	FALSE	-1.385	0.1133	NA	FALSE	-1.569	0.1332	NA	TRUE	0.6515	0.3815	0.7385	TRUE	2.135	0.004675	0.1395	TRUE	2.199	0.00386	0.07705	TRUE	4.441	6.793e-10	2.048e-08	FALSE	1.08	0.2101	NA	TRUE	3.185	3.331e-09	9.568e-08	FALSE	-1.377	0.1417	NA	FALSE	1.009	0.2345	NA	TRUE	4.446	1.4e-19	4.242e-18	TRUE	0.9121	0.1862	0.3796	TRUE	4.109	2.773e-21	1.369e-19	TRUE	4.766	1.457e-41	8.494e-40	FALSE	0.04761	0.9288	NA	FALSE	-0.1906	0.7298	NA	TRUE	4.154	1.428e-12	5.583e-11	TRUE	3.637	2.387e-19	1.596e-17
Gpr68	_NE	NA	TRUE	-0.2369	0.2628	0.9959	TRUE	-0.01958	0.8941	0.9529	TRUE	0.3067	0.03869	0.2929	TRUE	0.222	0.1585	0.6753	TRUE	-0.1496	0.3537	0.7216	TRUE	-0.1056	0.6323	0.9825	TRUE	0.09213	0.6654	0.8934	TRUE	0.2088	0.2825	0.5281	TRUE	0.0422	0.8232	0.932	TRUE	-0.0606	0.7027	0.8509	TRUE	-0.1695	0.2993	1	TRUE	0.2585	0.06169	0.7875	TRUE	0.1013	0.4241	0.6112	TRUE	-0.2491	0.09439	0.2447	TRUE	0.2204	0.09849	0.2139	TRUE	0.06946	0.7304	0.8249	TRUE	-0.0285	0.8246	0.9157	TRUE	-0.1969	0.09909	1	TRUE	-0.02428	0.9117	0.9585	TRUE	-0.2464	0.252	0.4317
Gpr75	_NE	NA	TRUE	-0.199	0.3166	0.9959	TRUE	0.243	0.1138	0.3152	TRUE	-0.06888	0.6712	0.8912	TRUE	0.1251	0.5052	0.865	TRUE	0.08952	0.6084	0.8581	TRUE	0.05811	0.7902	0.9896	TRUE	-0.237	0.2356	0.6338	TRUE	-0.3948	0.09408	0.2604	TRUE	0.01404	0.9368	0.9777	TRUE	-0.2622	0.1671	0.3861	TRUE	-0.06846	0.6684	1	TRUE	0.1395	0.4068	0.9999	TRUE	-0.3554	0.01298	0.04546	TRUE	0.3146	0.05041	0.1608	TRUE	-0.5044	0.005111	0.02077	TRUE	-0.5215	0.0007879	0.003187	TRUE	-0.004629	0.9697	0.9869	TRUE	-0.09434	0.3491	1	TRUE	-0.4468	0.002924	0.01972	TRUE	-0.6216	0.00046	0.00313
