FeatureID,FeatureName,oligodendrocyte Average,oligodendrocyte Log2 Fold Change,oligodendrocyte P-Value
ENSMUSG00000004347,Pde1c,1.0713165404856304,3.309027297700614,1.0582293442221853e-15
ENSMUSG00000066129,Kndc1,2.0885368992239663,3.2857503004210074,1.5053555017030701e-15
ENSMUSG00000015149,Sirt2,2.891759127226683,3.2538625528865612,3.673185585006683e-15
ENSMUSG00000070315,4930581F22Rik,1.071846895208643,3.2611640219186784,3.7678630154788834e-15
ENSMUSG00000026473,Glul,5.427915412673358,3.2428346706451805,5.006731390502629e-15
ENSMUSG00000022742,Cpox,1.6501987206539797,3.239632935790342,6.420170305819269e-15
ENSMUSG00000052544,St6galnac3,13.069001084478664,3.2139123156556657,1.1346541587198988e-14
ENSMUSG00000026447,Pik3c2b,1.1389367676697482,3.2167564132819675,1.4296196497908897e-14
ENSMUSG00000019647,Sema6a,2.3401902152934873,3.197828419090481,2.0779975025026838e-14
ENSMUSG00000000149,Gna12,1.9551526863862754,3.191503638301924,2.4980146965328538e-14
ENSMUSG00000019996,Map7,11.14063131160453,3.178992755096894,3.03954673301735e-14
ENSMUSG00000090053,Pakap,7.213089410334067,3.1725075122819657,4.003641915477451e-14
ENSMUSG00000024176,Sox8,1.8490817417837377,3.171870816998156,4.463121893551795e-14
ENSMUSG00000043993,2900052L18Rik,1.2288318932203988,3.15974239385186,6.871128300042141e-14
ENSMUSG00000026347,Tmem163,1.3945677441618638,3.140179538206723,1.555323631010918e-13
ENSMUSG00000034235,Usp54,2.7140902950174324,3.123848397786043,1.6104520839999677e-13
ENSMUSG00000022425,Enpp2,9.423607895850951,3.1201074915439824,1.6399843502818525e-13
ENSMUSG00000026109,Tmeff2,22.696000016604984,3.1138648893321688,1.9189489424540056e-13
ENSMUSG00000038936,Sccpdh,1.2919441052589087,3.122465650959895,1.9651154548904045e-13
ENSMUSG00000007659,Bcl2l1,3.1818631607146233,3.1142924803886487,2.0992377195836e-13
ENSMUSG00000026385,Dbi,2.3311741850022716,3.104101517699667,2.9855225780369956e-13
ENSMUSG00000020121,Srgap1,1.35929915508152,3.0888703892664418,4.969799925680748e-13
ENSMUSG00000037706,Cd81,7.739201295562654,3.073950712676069,5.887773471315105e-13
ENSMUSG00000026203,Dnajb2,2.2996180789830163,3.0742345303626752,6.420287613120068e-13
ENSMUSG00000021242,Npc2,1.203640043877296,3.061226149245786,1.0415094593339805e-12
ENSMUSG00000035441,Myo1d,2.3327652491713096,3.055259630814259,1.104099301370607e-12
ENSMUSG00000021662,Arhgef28,1.857832594713447,3.050610002208458,1.2678243481644212e-12
ENSMUSG00000075415,Fnbp1,9.275373750768905,3.038404394669215,1.485647622440569e-12
ENSMUSG00000022044,Stmn4,6.2083323875865295,3.0391521486418074,1.4944109382573386e-12
ENSMUSG00000028082,Sh3d19,3.1617096812401413,3.03566142995526,1.759537816392424e-12
ENSMUSG00000039217,Il18,1.1567036508906732,3.0304841842036767,2.337062064729549e-12
ENSMUSG00000026944,Abca2,1.8106310243653179,3.0241942467022964,2.5252114954142266e-12
ENSMUSG00000015354,Pcolce2,1.2418255839342096,3.027725299347423,2.594773648488012e-12
ENSMUSG00000035189,Ano4,8.74263243150266,3.0167810087790716,2.710762930807156e-12
ENSMUSG00000024780,Cdc37l1,8.774984069606434,2.993785301503956,4.711910638497594e-12
ENSMUSG00000038495,Otud7b,4.063843065084724,2.9911210668365324,5.277889305277733e-12
ENSMUSG00000039960,Rhou,3.681457309792576,2.9825423533909974,6.736487939932396e-12
ENSMUSG00000026566,Mpzl1,1.091204842598606,2.9764747044222553,9.923630821262904e-12
