gene	log2FoldChange	pvalue	padj	baseMean	is_astro	neg_log10p
1110065P20Rik	0.17976215285181577	0.6035690178520565	0.8851250370399306	4.741541790121114	FALSE	0.2192730613438074
1190005I06Rik	-0.10329734422690023	0.724520153396263	0.9280259608080408	4.559523658874391	FALSE	0.13994952960335633
1190007I07Rik	-0.28075120127735126	0.07169437943429773	0.37415925321285687	15.27549162489988	FALSE	1.144514890027443
1300002E11Rik	-0.26334686865428925	0.08930900025533003	0.41832963752422425	16.775491252059034	FALSE	1.049104772194733
1500002C15Rik	0.03130020802495993	0.9609286655895029	0.9936726165988216	0.9854711708873144	FALSE	0.01730885092742095
1500002F19Rik	0.508266640575327	0.19038435977339452	0.5802907072294945	2.7719702253860823	FALSE	0.7203687321233196
1500004A13Rik	0.05053421677958104	0.534088389607466	0.8524098959134218	72.52369651839474	FALSE	0.2723868629299766
1500009L16Rik	0.10757672814508668	0.41210026646679754	0.7798053820074627	25.356651494172706	FALSE	0.3849971046575948
1500011B03Rik	0.15554078622997722	0.0038745602769918	0.06478998427679791	215.902749931816	FALSE	2.411777578347902
1500015A07Rik	0.3542767981226801	0.03649925029205052	0.26425332534244605	15.8451891281556	FALSE	1.437716056019399
1500015L24Rik	0.1379907176910457	0.7254102432501636	0.9280259608080408	3.773790821929145	FALSE	0.13941631620028505
1500026H17Rik	0.05222775199434597	0.8116267508883456	0.9573233075074288	8.802516805402409	FALSE	0.09064364723290798
1500035N22Rik	-0.36387764219206753	0.394163371832454	0.7687546291621897	2.054328175612958	FALSE	0.40432373558710183
1600010M07Rik	1.317481247546117	0.06177944997000521	0.3484804902499696	0.9381101999121207	FALSE	1.209155962594215
1600012H06Rik	-0.04091280001186996	0.7590551821698001	0.9376144222377994	21.67946658596885	FALSE	0.11972665040135567
1600014C10Rik	0.13231955394727016	0.2381209268764773	0.6403925763449646	30.988982188764993	FALSE	0.6232024356425585
1600020E01Rik	0.44988933783759766	0.01116136291223415	0.1310609899860404	16.627901226319633	FALSE	1.9522827705308403
1600029O15Rik	-0.0423324016562852	0.9219398610461156	0.9858434634150934	3.4988615237949996	FALSE	0.03529740743623136
1700001G11Rik	0.4553821361428392	0.4906918310693287	0.8306119125577338	1.0444277211204869	FALSE	0.3091911719987957
1700001J03Rik	1.7074667642966777	0.03086457729720487	0.24017428758669385	0.8751800901732694	FALSE	1.51053966649368
1700001L05Rik	-0.13364508148798634	0.7766711895323163	0.9447085143263956	2.221874503563328	FALSE	0.10976280461655161
1700001L19Rik	0.00219796025381206	0.9896210029939786	0.9979786919689484	13.437680953361758	FALSE	0.00453109613197355
1700001O22Rik	0.6247306394977257	0.11384647943113882	0.4666137068490186	2.3710815076062937	FALSE	0.9436803948887156
1700003E16Rik	-0.27499131415435324	0.1459181888393462	0.5249711033227147	10.57940871737244	FALSE	0.835890569517025
1700003M07Rik	-0.18715792708544876	0.15913530505693244	0.5431380742561959	32.279825777435164	FALSE	0.7982334590055209
1700007L15Rik	0.5116476659185722	0.32025404430874954	0.713804792412029	1.8518373161545116	FALSE	0.4945053770871557
1700008J07Rik	0.02674579877070497	0.9342445664663188	0.9884768422485892	3.5357823098904997	FALSE	0.02953941931247743
1700008O03Rik	0.38431249100788945	0.2971868322123443	0.6935177438745541	2.9589154438545973	FALSE	0.5269704372540203
1700010I14Rik	0.20668884765109927	0.7120926290560453	0.924410245553469	1.112164304113164	FALSE	0.14746350963373103
1700012B09Rik	-0.14317103579930607	0.6764018382213339	0.912924426401412	3.0675963749309036	FALSE	0.16979522081365564
1700016J18Rik	0.10836449652727376	0.8433908816804737	0.9649119544989893	1.1795919943578532	FALSE	0.0739710986700543
1700016K19Rik	0.1742244757723173	0.5401699328729116	0.854406412243875	4.685544917504676	FALSE	0.26746959332663817
1700017B05Rik	0.12003607082051608	0.45907456390338447	0.8117882863878676	20.26502301568663	FALSE	0.33811676966576154
1700018L02Rik	0.7604213112384345	0.0242425693666169	0.20873659882510576	6.637380297889716	FALSE	1.615421353044988
1700019D03Rik	-0.10418710510823874	0.2799362100161166	0.6779467821950135	50.944410777714445	FALSE	0.5529409214942844
1700024G13Rik	-0.01822905408777712	0.9721011082387138	0.9949040184742572	1.3654776185831448	FALSE	0.0122885617542907
1700025G04Rik	-0.07945289244848666	0.32385668521341476	0.7173499613949916	73.05942874402827	FALSE	0.489647133591314
1700028E10Rik	-0.35511148248395247	0.16450196112508766	0.5484859500349839	5.490487575092566	FALSE	0.7838289202019885
1700028J19Rik	0.5474232458687541	0.41661355833386343	0.7817728524910346	0.9292456564160674	FALSE	0.3802666004138019
1700028K03Rik	-0.5443056312038675	0.2789677124769513	0.6773280536303669	1.5146557085576102	FALSE	0.5544460587498008
1700029I15Rik	-0.03470459970860535	0.9485232193290196	0.9905790409677502	1.192940327341792	FALSE	0.02295203335408517
1700029J07Rik	-0.3471493629720495	0.20127613343597872	0.5938468972577788	6.541578929633374	FALSE	0.6962077190584909
1700030C10Rik	0.0347993298928534	0.914330260811299	0.9852643715085448	4.797643506963238	FALSE	0.03889690651900512
1700030J22Rik	-5.488460996372582e-4	0.9984555735601208	0.999982134794756	5.344971644991247	FALSE	6.712543655690901e-4
1700030K09Rik	0.16448401582896352	0.5416833197032309	0.8555922094911955	5.192317939247133	FALSE	0.2662545376311442
1700034H15Rik	0.13191489839495943	0.6993382884616312	0.9203647950291384	3.476858887771905	FALSE	0.15531269367825357
